distance between two feet,waist angle,Left knee angle,Right knee angle,distance between the hips and feet
105.78279896063783,115.54406702980619,88.05003838531088,85.32260885154021,218.2169718852397
107.5555663851577,128.87626361846432,108.80863414024836,104.52416558256091,227.07803820992348
117.88048247753228,137.40118821749894,124.06112827378739,120.56254072538522,228.47786667945778
121.08552845881616,137.2121302666292,119.68476622662872,122.82620305700115,231.07814417961086
111.66519339096443,151.27781067604514,134.75601712789822,141.1455165908784,245.84579468581862
107.34657724109914,159.28774194465123,137.09312753934697,143.27501021789544,252.6520393400028
107.92708717694403,165.0204476829082,128.94063490084002,137.66793805730396,248.30247759047595
108.3612431192078,166.40541988278656,124.83761955321201,134.83789005087036,252.69876489333706
106.7610142340191,167.48020777752143,120.21715225269062,129.26390735204836,256.1236688082876
103.80416795581931,167.93330095870178,128.41305965149024,131.10384214813936,258.10113520702305
100.7524071167618,168.65410640872685,132.26360791211616,135.2320035939988,255.98036206862332
98.00733968830372,169.9242529152912,125.8258686864434,130.8144211932942,256.7219897323514
97.32002035057263,170.2666961378497,127.38736701212522,130.72522863825563,257.6212104953536
97.12578973062236,169.9179398712412,128.1289908120149,129.83445954196966,257.4711890281979
96.85944034810721,169.1569458574037,122.55150120838817,126.08428497722724,260.1339718934657
96.61183785058945,168.26270587292353,126.21821477829484,127.50753123369758,257.97792797982953
96.24510867012282,166.38713443433045,126.59733412410775,128.40127716195371,258.01415112838765
95.65253605884998,167.48843707641416,129.60220677553949,130.90169188752222,257.20859850151163
95.14304818499392,168.2742531488506,132.2730594180729,132.49707643853722,256.3152603699643
94.8236499957094,168.48616140215114,132.96799395600107,132.9831503992849,256.2864062495264
94.64897553248964,168.40566438624046,131.5790479552629,132.4105776703256,256.3246799739478
94.53371783552429,167.99375025490966,130.3629888449892,131.36504386933686,256.46019740883116
94.41278088694048,168.04665674187117,130.09665378717398,131.2277874522908,256.45953773153735
94.2798992316051,168.29727002811651,130.94272249327156,131.47855179627197,256.2719484997586
94.12381388714064,168.42489369628916,130.83757354252043,131.4295289471006,256.7104991281986
94.1304648525236,168.37958996129206,130.6098162924274,131.62863336870717,256.7801388087841
94.34607128433406,168.51354620608845,130.02433490357618,131.26739418576423,253.55885201032442
94.48592763558017,168.4401837210222,128.97663264111267,130.70009511838649,252.84307147587236
94.4895596015047,168.09879497444115,129.0897852023458,129.65603568620284,251.49028351999473
94.3761070937454,167.80094929154765,128.3222501122767,128.75269215856324,251.6711235431305
94.29424617990982,166.57097795586742,125.37194208142142,127.24533662842929,252.17534283615083
94.33572536726449,166.2108386405107,125.32743163863597,127.19234697124078,252.21816097878767
94.44097883866814,165.40275985742343,124.40795226876475,126.36633109393982,253.1563857348864
94.56284042257032,165.39476610890316,124.57057902936398,126.29509091459919,252.9219185447106
95.86565093311637,165.5062808458152,124.75544442839906,126.47648687249894,252.5091285160995
97.35177973967376,166.42343794467743,124.91251667606251,126.36923069544537,252.42188746260481
98.92672469174677,168.4218341771614,122.99556408489481,125.56854438535343,254.8627927480415
100.02553587903473,168.6668228383382,125.58285097757233,127.16993634980186,254.62215032656346
101.82005542713551,168.16908580999083,126.27342155139455,127.95152138271361,253.20870996298856
103.04293587998168,167.1922764961375,129.03413730110006,131.56475696261202,247.25977059670447
104.02449235546291,165.69842488548295,132.34709695646885,130.96812740796423,237.50832130775837
104.43400838152125,164.28819934402458,120.51945826925521,120.98618601995189,233.331833638868
105.13350822517415,160.14059931301202,112.50691137183557,112.034281973631,227.16731055987827
105.80714996133544,146.00143118618297,94.35976890739589,93.38885861099037,222.16492621952767
104.66701898691365,137.00518954028175,81.01237219514,82.43733450533533,220.1479781156211
104.12648838717593,117.13471869743375,77.76333773799877,77.27794613206177,217.2681924545491
104.8423261556403,98.61724557502912,63.58307499597634,67.70957192095315,212.3241552340144
106.71687886929728,98.07265999466217,64.7623333924557,65.37743204165588,206.37044247763322
107.81299045821785,93.50555157583577,57.68329541532024,57.6701465896282,199.89198319978746
108.09272066419396,96.09795820362625,55.54971388721867,55.39529743252532,193.4916665186658
106.37241618350048,84.04356092166411,51.076560788609825,50.39595454442413,199.03069139143062
106.29907086264795,86.58093133181848,46.835078094031424,44.81135126086964,218.48170433697214
106.52073543307587,88.14772148662398,43.17783674175024,41.92466017844977,229.99805530571285
106.95148651522955,96.65956009653814,43.33078616266663,40.557998338204705,234.3235329585253
108.04003512030665,108.44348413044332,45.692513104591306,41.60612633244613,234.15336507082534
109.99859381507751,104.7343209803044,45.02257327509094,41.52364799155713,236.5596435849157
109.30486106829595,104.45556510309844,47.52381078589913,43.14171430447446,245.93025889214437
108.55457879201512,98.76823111468826,44.90742022184616,40.83150627609253,242.38518446159128
107.23882163166974,96.28992846491606,44.958551208587984,41.48628367403166,229.83990861674621
107.64783018534767,94.51279960890997,46.236221179852755,41.86528644484144,245.27732275275557
107.87272771044468,94.41349022109183,44.69562691058522,40.71988350406618,235.37611560081902
108.39929186067734,89.68530392780177,40.89269367996591,37.436933405279056,229.33598698378202
108.96211151033181,85.2519058753246,37.19879742909561,35.212376883249874,222.58598802066734
108.97546364484406,79.96316312722287,36.561761548894246,35.05871391361248,216.80775122213154
109.73327143868605,79.86674683313991,35.903191172016335,33.861853869264756,211.5428121565592
110.31034265360042,79.56112776539274,35.387242607496404,33.43614598355501,210.68370920658882
113.83365870026051,77.07199447654239,34.65468283909189,32.56478820526393,209.97783650907456
112.28661462462037,74.98209897482522,33.662142707916516,32.74100699917438,199.86893847477398
110.97943103473176,73.91552543372234,33.870351709403074,33.964546383713994,199.32461689301763
111.99551816719313,74.02148500187565,33.654839473606486,34.1404198502839,195.32404478590868
116.3198056241456,75.51648455269695,34.99390851533364,34.800139509990764,212.56112252795424
110.25370854365373,78.0589335744623,36.195567839860594,36.506423359025504,212.84625911396532
108.47707575736916,81.00358737232672,36.38551062857533,37.328749542139334,200.23695158083257
108.8423499258987,83.23243348364824,37.20125079788069,37.39017612260995,192.6723281592542
108.63961385739327,88.79957538947302,42.4912583297677,42.18953720059688,193.698066028645
106.93461518383619,95.53644694407326,47.895776654154716,46.72039845807457,189.0720420111889
107.29235476072847,104.24669733022375,58.55424222678266,53.23713117771694,195.4124166194186
104.98230074609148,103.44419064528749,68.20733578450424,66.98555897349824,213.21822775212664
104.34700247877576,115.66153999576184,84.20170103113888,80.5072999854416,231.32687022976802
104.38293410213771,120.27393646189884,88.00566816780889,88.44920218658746,217.56028904683959
104.9884108679847,133.18079597030604,90.90288170643927,91.14171430193453,216.10771071447334
104.77188223318713,149.0918027161563,106.27727306780977,97.15739924082435,220.96617734903683
105.91520761489109,158.64047167245414,114.45798367035914,117.24784796065107,230.27289324384165
107.13040718798689,163.14799486742282,126.30267489454918,132.5372290721694,233.59859849871432
107.57954935306122,164.70609893552307,131.45271614352697,136.0435796602467,241.02097284012413
107.41935206435511,163.86410672333182,135.44092496994196,137.97549559722287,247.11091043064118
105.81926024883964,159.70725762237944,152.3241218545399,147.00340385023222,245.26515785124593
104.33060138130251,164.82843262999148,139.55857776923943,138.35341784960264,249.330211093473
102.63067657508778,166.5138095844299,138.11850698188738,138.00432288591827,246.85906289403604
101.53188715190456,166.20222879186215,139.28622959487663,138.10874169687585,249.23091061536812
100.24627500640086,166.94773802295498,142.64998135927527,137.65371879025568,247.72329231808783
98.83198642411966,167.31804193123864,144.29366296059703,135.95346359864934,247.21395596756105
97.88441114314067,167.3999088150523,147.82728454826912,139.0674097717549,246.19433183820732
97.51680375618321,167.90593663036174,145.5853843767565,137.43677504333604,247.86656927133814
97.1043922406105,168.7762429876255,140.05688335814918,134.6921049216422,250.58646430400154
96.97239230051522,168.7779798182075,138.2250811676853,133.8131664979923,250.9928082662617
96.82968019586878,168.8376530956722,138.00267117426088,134.38879659358795,251.21105463220658
96.48017272367508,168.9146890120594,138.00168338244183,134.05636929186844,250.2720818148037
96.33032769029712,168.93380664516678,137.29298783893506,132.85295713158956,250.30224890387754
96.09701192138016,168.86258738104266,136.72283245425498,132.43544057450674,250.31779186387038
96.07313240418632,168.54243357737494,134.22056493065114,131.15674022894905,250.71500323540414
96.08672833429658,168.26225932021646,133.92780458555748,131.1003183136954,250.54122856193652
96.0343758144327,168.30030619703982,133.7712996148908,131.25559952473301,250.79320229903198
96.0534567473461,168.09765720242672,133.31917026472837,131.42215551170582,250.728376945559
96.15871315742767,168.00910323847523,132.04332474490016,131.39431326686181,250.7179370025977
96.24899400877547,167.98423957631778,131.57267804017624,131.371524817707,250.62067353425067
96.46842051916613,167.59397049087428,129.2880021265,130.59195915046635,250.91708446180093
96.55192410434306,167.18519588091576,127.88535885289248,130.37206429733948,250.9678368542522
96.50460608770345,167.27968877051197,127.77924487296985,130.1582948980419,251.00374001427724
96.54089365752561,167.51037762713776,127.88008987018961,130.0270320197891,251.01806103439023
96.55825221910816,167.62014118642347,127.95736449203203,130.03329397051573,250.96262937705689
96.45243780036745,167.74341339648802,128.55744660980426,130.3685855383471,250.90863484725003
96.37816815096195,167.93216777005014,129.78419337750958,130.90652660952657,250.57324979087602
96.37448112273775,168.06178760005582,130.7335252837735,131.25363393434154,250.37445735794984
96.39230741796851,167.99472605240763,130.59348851845058,131.21324474939817,250.30268109012522
96.42885520865285,167.9343834584618,130.3533689981349,130.9931117856344,250.23959363963576
96.45303155346748,168.02340808620875,131.07093544299553,131.2909780712266,249.94628932039137
96.4542622732967,167.96096490817683,130.87922858161272,131.23428135997779,249.9839122849094
96.52061766650515,167.89098838074827,130.56266037251476,131.06470111048418,249.58638147556312
96.60018816621366,167.80797317097492,130.2917892776806,130.92274528793175,249.32780653297544
96.62231800579495,167.839213933086,130.6846576453874,131.21027519507774,248.87738567803643
96.56834126728089,167.9693982335172,132.44799823072347,131.92553801967853,248.39018514216832
96.52872445096641,167.98483167869608,132.84866750484167,131.64016278277745,247.9029247301646
96.52362517881858,167.884350641324,133.29611335620288,131.48866916367095,247.43518580362203
96.48893626863226,167.6620791590582,133.2948016788391,131.25221475498012,247.44169622683353
96.47075580449837,167.4640894079869,133.2120866856989,130.8519701686771,247.3573223700164
96.47698454758468,167.54950242818362,133.2109737192486,130.85131946051155,247.41080625392115
96.48833271522288,167.56556561280755,133.16402665814053,130.84782128899386,247.45987627943705
