back_angle_R,back_angle_L,knee_angle_R,knee_angle_L,ankle_knee_knee_R,ankle_knee_knee_L,is_stand,is_back_front,is_knee_narrow,is_knee_wide
156.1363431,161.2172758,104.5041999,103.8864774,90.7909639,90.94923159,1,0,0,0
156.9898038,162.1085531,106.6832688,105.5305848,91.49924005,90.29136711,1,0,0,0
156.5537549,162.4377142,106.4845399,104.6778101,91.54540307,90.25706086,1,0,0,0
155.3043251,157.7301575,106.2926904,101.631903,95.55177721,85.25368295,1,0,0,0
152.8655108,154.7121482,106.5440873,102.1322507,96.26010078,83.52096062,1,0,0,0
156.6372568,155.4569663,117.8149177,108.8329127,102.0831089,76.9990897,1,0,0,0
153.6722219,154.3254049,112.6107861,109.7807288,97.53651405,80.34728159,1,0,0,0
154.6113261,155.5561597,114.6333957,113.6741621,95.5125951,81.51459553,1,0,0,0
155.253855,152.9350662,111.6617869,112.7208873,94.16573376,82.22771377,1,0,0,0
156.0979507,150.9330617,109.8850679,112.5783827,94.92505974,80.8087061,1,0,0,0
151.5703668,142.2079387,107.498643,101.3619734,99.91485031,75.1226339,1,0,0,0
141.6190113,125.6853629,93.19440775,78.70770974,106.5386656,68.19743158,1,0,0,0
123.1643994,105.7056907,67.22539473,50.3443402,117.6908811,57.21131713,1,0,0,0
119.603492,99.80079163,60.07361117,41.52378756,129.0652825,45.98830068,1,0,0,0
93.37308185,87.03580799,44.38714827,37.01769221,123.8360716,50.5145327,1,0,0,0
82.13178359,81.92463354,37.64708341,34.50780141,113.3895291,59.88537785,1,0,0,0
79.70495616,78.37923391,36.03124362,32.59936248,110.4830815,62.16566055,1,0,0,0
74.22991867,74.0406323,35.10275153,33.31541517,101.5328431,70.0483213,1,0,0,0
80.93569877,77.10839034,36.7321457,32.83569438,104.2047855,66.78237361,1,0,0,0
82.1745049,85.03452777,32.3639423,31.55210578,95.42622661,75.11596753,1,0,0,0
82.36066723,88.95089731,30.00050413,30.37861125,93.32542498,76.79552703,1,0,0,0
81.90201675,89.98101772,26.89553803,28.73926043,93.42445969,76.83313621,1,0,0,0
81.01543818,88.56646152,26.00841985,28.59165464,94.15743897,75.48661807,1,0,0,0
80.63682021,85.93173038,25.46983474,28.23320399,95.93477721,73.53774773,0,0,0,0
82.67716324,88.2099861,25.18325025,27.4760428,97.29933063,71.64787224,0,0,0,0
81.49709274,87.19791907,24.89080634,27.17270348,100.150809,68.37334579,0,0,0,0
74.62952005,74.54226585,24.08982329,25.94426066,93.58747595,74.7937538,0,0,0,0
69.48908641,66.53045793,24.04401608,25.53397465,93.65216614,74.28449213,0,0,0,0
66.21191905,64.41304747,23.00037143,23.87104718,94.75893184,72.89160291,0,0,0,0
63.19035724,62.04141318,21.17031493,21.85895856,95.04349229,72.0469552,0,0,0,0
59.08036102,58.39452339,20.59909478,21.64875189,84.58589009,81.66090583,0,0,0,0
60.80713388,61.6120418,21.8445816,22.85240945,79.99292076,84.9101431,0,0,0,0
60.28493343,61.57730975,24.27937435,27.36129863,82.42728153,79.48403992,0,0,0,0
62.93336266,65.80326808,24.47969724,28.19448149,82.88211676,78.13195338,0,0,0,0
63.37308292,67.38303933,24.70327132,27.87311151,81.94041205,77.96588735,0,0,0,0
66.85602862,72.36591343,24.54044797,28.27232342,78.59613635,80.27984193,0,0,0,0
68.16147963,74.20705548,23.90447357,27.61904001,75.98712135,82.04774947,0,0,0,0
67.99144895,74.10074553,25.21370779,29.62685331,71.56691005,84.37816263,0,0,0,0
66.81491673,72.85609968,24.14582793,30.13127847,71.41078909,84.35745298,0,0,0,0
63.9185171,70.08509152,23.86348409,30.77429803,72.84891517,82.275089,0,0,0,0
63.00350551,69.76102502,23.68966794,32.08115406,73.54900229,81.18888468,0,0,0,0
61.57844298,68.37398328,24.45238826,33.72581586,72.45157815,81.26327043,0,0,0,0
61.72884355,68.18041832,24.26865835,32.94693197,73.00922767,81.2622018,0,0,0,0
62.82576807,68.52692146,24.30360667,32.09514865,73.71781358,81.05969634,0,0,0,0
63.02898962,67.45138925,24.49730159,33.28967822,72.3230183,81.93642024,0,0,0,0
64.00428303,68.20104517,24.59626996,33.71550772,71.08518906,82.89632691,0,0,0,0
64.09169412,68.12139771,24.34661033,33.26178509,71.59705117,82.74630606,0,0,0,0
64.12277072,67.18237573,25.03143489,33.27342291,72.72666346,81.71064037,0,0,0,0
63.44444691,65.56896082,25.33068659,32.67888693,71.81862738,83.28065204,0,0,0,0
63.44277644,66.04976868,24.72869176,33.25492144,72.93725176,83.19871757,0,0,0,0
63.92306969,66.64973579,23.48390986,31.37342497,74.62546014,83.39246067,0,0,0,0
65.0086315,67.10694058,21.74915715,27.39299312,76.86834092,84.82112931,0,0,0,0
64.38303325,62.63989876,20.53311472,24.44540989,76.87118013,88.13613688,0,0,0,0
55.56083928,52.00960713,19.93735764,23.10189186,86.04570491,81.77955522,0,0,0,0
55.46968469,52.91180979,20.57968442,23.35592876,93.42897102,75.58995744,0,0,0,0
56.90238865,54.69882086,23.5137145,26.2308983,91.99200827,76.00884302,0,0,0,0
62.22624581,61.52206292,26.59473828,28.11057354,95.60653927,72.27125552,0,0,0,0
74.63118295,77.79856427,29.7193761,30.13246049,95.35307249,72.63144252,0,0,0,0
75.73031176,79.60090715,30.4577255,30.52337605,102.1814576,67.2398512,0,0,0,0
91.7339729,96.21614377,33.00955138,32.08161363,103.8317961,66.54932791,0,0,0,0
90.50723746,92.10086743,37.24280673,34.10044536,106.9502505,63.96041062,1,0,0,0
90.26564259,90.05148022,41.32800814,36.52178909,111.562566,60.09076502,1,0,0,0
92.14409005,90.67092125,42.89713439,36.08121337,116.4746434,56.15506504,1,0,0,0
102.5140674,92.5225995,46.82849479,35.79185183,124.547071,49.27819928,1,0,0,0
109.499982,93.38172043,56.26248094,38.4911996,129.9309055,44.45636978,1,0,0,0
131.6385388,105.5385416,75.27832195,49.53031302,124.6342584,49.66608924,1,0,0,0
145.0198166,126.937451,87.25594472,69.18411354,107.7044551,66.23003566,1,0,0,0
148.7130875,127.9064716,89.30396322,66.80070412,113.635895,60.50285604,1,0,0,0
155.8709475,142.911863,97.96138183,83.58437116,104.6820561,70.05930798,1,0,0,0
154.9096571,149.3266965,97.58738119,93.05747806,95.82655524,79.39363051,1,0,0,0
160.5606122,153.6534931,103.9802227,97.54255098,99.35364205,75.85772212,1,0,0,0
161.7526201,158.1264252,115.0400688,105.3452277,103.7775046,71.9030887,1,0,0,0
160.5029285,156.6016527,118.4412888,109.5171461,104.3424665,72.04368009,1,0,0,0
160.7147544,158.9777156,117.3208122,115.1150869,99.8788594,77.30386064,1,0,0,0
160.0403514,160.9053548,116.9548229,118.0354333,97.53450442,80.96201236,1,0,0,0
158.6372693,162.0741509,112.3685219,117.3559465,93.88727061,85.68142949,1,0,0,0
158.3413366,163.6787129,114.6871456,122.0662362,91.95109655,88.21955627,1,0,0,0
157.2205627,161.8395076,111.1230023,113.3068515,96.88993458,83.48266851,1,0,0,0
155.0800738,160.3167621,108.2159472,111.0854244,96.61213337,83.95583022,1,0,0,0
155.5655044,160.2901397,106.9593739,106.4772699,98.78708646,81.58033528,1,0,0,0
153.058906,158.5315944,105.3981821,105.4388733,98.13713815,82.2704498,1,0,0,0
151.9823697,156.8338725,105.7388164,105.674236,98.32173023,82.10821908,1,0,0,0
150.0983776,153.7249072,106.3433909,104.5248231,98.85892242,81.53948675,1,0,0,0
151.1300328,154.5977761,106.7780526,106.617254,96.94231278,83.6070181,1,0,0,0
152.1880322,155.0938258,107.7123402,107.3794507,96.99675538,83.65311837,1,0,0,0
153.5225531,156.3806325,108.2886995,107.772547,97.08015073,83.60791451,1,0,0,0
154.1390377,155.9994179,107.8223519,106.2666437,97.76593882,82.91089717,1,0,0,0
155.0175208,155.8089466,108.4185342,106.0118107,98.57145824,82.11849912,1,0,0,0
155.2355397,155.4148975,108.3302793,105.6878517,98.73684536,81.9801598,1,0,0,0
155.3232863,154.9471394,108.3140315,105.7294022,98.96960505,81.80929115,1,0,0,0
155.1763105,154.7231626,108.2795571,105.8306936,98.93674791,81.90732684,1,0,0,0
155.0006469,154.6784868,108.7877714,106.3582669,98.63081197,82.23219471,1,0,0,0
154.8504259,154.6659331,109.0948105,106.8824987,98.34351851,82.5615984,1,0,0,0
153.935053,154.7761819,108.9291995,107.2834335,97.35040375,83.70382075,1,0,0,0
152.7830087,154.1489714,108.3425987,107.1244182,96.63433526,84.53549038,1,0,0,0
151.6683682,154.4292915,109.1912404,109.6596296,93.81738208,87.45193537,1,0,0,0
152.097483,156.3269247,110.0770909,113.9240205,90.12417606,91.22264554,1,0,0,0
151.7185591,156.7648392,110.9477632,114.5975005,89.13985652,92.2161073,1,0,0,0
152.6828263,156.5341647,111.5227774,113.9612659,89.02261864,92.20491852,1,0,0,0
153.6649407,154.949539,112.6983811,113.0819044,90.88013018,90.30595899,1,0,0,0
155.7114258,154.5213217,112.0246985,108.6596276,93.48491185,87.29489081,1,0,0,0
155.8294006,153.7027631,112.6442057,107.6953718,95.16829537,84.75020778,1,0,0,0
153.9945673,150.3510752,111.623538,104.2626743,96.03089536,82.78511791,1,0,0,0
152.4977585,150.9501003,110.1548907,104.5531984,94.4408652,83.42501844,1,0,0,0
153.0449034,152.281709,109.9044119,105.786996,94.39577447,82.70318663,1,0,0,0
154.7864407,155.8936284,110.11525,108.293697,92.37040833,84.70697304,1,0,0,0
157.145719,157.4605084,114.7512738,115.9938876,92.01695188,84.71182165,1,0,0,0
157.7960811,155.3994445,125.268551,128.5749527,89.83731798,86.33264011,1,0,0,0
157.2087244,154.1685717,126.796799,124.5840532,93.76504672,81.66319176,1,0,0,0
156.8235594,149.4455828,118.7479387,117.0971816,94.84154836,80.00812293,1,0,0,0
154.7162775,131.3324237,115.2864384,90.06745716,109.7607976,64.8381688,1,0,0,0
127.327419,102.1502961,73.45743013,54.53472981,118.176052,57.27778523,1,0,0,0
106.2564874,91.2449497,60.26827302,45.71009796,121.4067108,53.63832766,1,0,0,0
96.10141774,86.56502745,47.60059534,39.15376951,119.395934,54.66966412,1,0,0,0
83.42846545,80.7272786,41.37223347,35.26114481,118.8597639,54.94843367,1,0,0,0
78.80060642,76.964492,38.95265789,34.15815589,112.4509609,60.16273886,1,0,0,0
82.06350963,76.40714262,43.64272881,35.58487436,114.9223395,57.12434109,1,0,0,0
81.20668915,76.11444191,40.71515051,34.70071954,111.3838432,59.91604418,1,0,0,0
76.58993153,78.08131415,32.61348437,31.23392573,100.8280192,70.08041295,1,0,0,0
75.87843034,78.88613719,30.26191024,30.1450158,95.49949303,74.76840554,1,0,0,0
74.74143676,82.0361867,26.94629399,28.21206417,96.82545499,73.18288658,1,0,0,0
74.38681399,79.77808925,25.32017275,27.63554891,92.97312494,76.72795025,1,0,0,0
72.52066865,79.79247788,24.19119879,26.55261725,94.20390578,75.38192948,1,0,0,0
73.58862283,80.01936142,23.83668889,26.64362107,97.92725927,71.44848216,0,0,0,0
75.31350603,77.81534045,23.57507577,25.23758301,101.0582172,68.15050911,0,0,0,0
77.28524288,78.85684807,23.04212397,24.54024086,97.73870401,71.10300355,0,0,0,0
74.90867203,77.63111779,23.83602237,25.77442382,93.28605958,74.31918841,0,0,0,0
72.01251566,71.11491051,22.32509095,23.96713272,92.60634666,74.91199747,0,0,0,0
68.98461731,68.30149394,21.99901679,23.43732114,87.93667228,78.51552291,0,0,0,0
67.41014251,67.6997458,22.56190422,24.1973337,82.81406026,82.340086,0,0,0,0
66.11135371,69.42018192,23.06191065,25.14254843,81.81113191,82.39810742,0,0,0,0
64.7488402,69.02412076,24.54329573,28.24613274,82.03838663,80.75092194,0,0,0,0
67.54999625,74.15817384,25.45843375,28.29883913,78.88389118,83.53824638,0,0,0,0
70.01365091,77.11768722,24.9145716,26.86332142,80.58955498,82.37032558,0,0,0,0
70.14854708,79.55417605,25.17098723,27.25592439,81.09966944,81.42307693,0,0,0,0
69.37908937,79.19728264,25.10780437,29.03332079,80.52022483,81.11544706,0,0,0,0
68.52317822,76.91813968,25.72147777,28.58277149,79.59455648,81.44267992,0,0,0,0
67.4547958,76.0805691,24.99933425,29.07507846,79.780952,80.37991083,0,0,0,0
67.20786742,76.93745897,24.68346599,30.63090148,78.04862166,80.78876911,0,0,0,0
66.72877836,75.56040474,25.08583209,33.78593381,74.51352541,82.15287132,0,0,0,0
65.66946228,73.00077685,24.79120535,32.83064515,75.43238167,81.23917404,0,0,0,0
63.3823024,69.54191265,24.26017001,33.35936338,74.38868285,81.66571095,0,0,0,0
62.43278655,68.64016432,24.19395791,33.98286324,73.59072985,82.33707351,0,0,0,0
61.34950402,67.71420563,24.42445595,33.97305049,74.00906774,81.93950566,0,0,0,0
60.28324846,65.66281146,24.29981274,33.25914753,74.81491411,81.66843905,0,0,0,0
60.32369062,64.51420034,24.32422842,33.55382799,73.32574974,82.93972831,0,0,0,0
60.23833027,64.82625547,25.06971626,34.24884213,70.34010362,85.25763351,0,0,0,0
60.14609063,65.11024,25.57064668,34.29969756,70.16127054,85.52160397,0,0,0,0
60.46836904,65.7116555,26.0938675,33.21927113,72.40306063,84.22165572,0,0,0,0
60.69488378,65.4496323,23.88353099,31.61374101,73.50853858,84.35391672,0,0,0,0
60.69003339,63.07047199,23.90813106,31.91509294,74.26954564,83.85584976,0,0,0,0
61.80428052,64.23263109,25.50771249,34.56006791,77.22836553,80.70238784,0,0,0,0
62.78153722,64.83530658,25.33625231,32.23212966,79.84862666,80.30786741,0,0,0,0
63.95520308,64.99862984,25.56932509,30.67802014,83.99394693,78.555988,0,0,0,0
65.27282919,65.40148108,24.3856784,29.44723997,82.48786544,81.95390001,0,0,0,0
57.38451185,53.14847186,22.20635402,24.59262574,82.60791318,85.40467377,0,0,0,0
54.43443476,49.99417575,22.40231199,24.09742861,86.85423194,82.4850266,0,0,0,0
55.88904304,51.45677192,21.65982852,24.64647013,89.80503981,80.87966504,0,0,0,0
59.22758454,55.26139767,25.57948121,27.13482925,95.65299399,74.3339812,0,0,0,0
67.4231878,60.19940376,29.18553355,27.00537643,104.6871856,65.72011179,0,0,0,0
73.11730034,68.24620832,31.40426623,28.64383412,105.8228334,64.90764319,0,0,0,0
77.78454967,76.39864098,34.76369659,30.66834803,113.2858426,57.911405,0,0,0,0
89.74545893,86.65953788,43.83166927,36.38458809,122.614424,49.25985081,0,0,0,0
98.09576095,87.34002575,54.87256113,41.31133529,128.7423054,44.54190218,1,0,0,0
89.79516598,77.2797143,55.94597556,43.76078943,127.5959422,46.24989152,1,0,0,0
87.3152814,77.66192919,50.94905859,40.74951655,124.8204316,49.4903186,1,0,0,0
104.645035,88.14871027,64.4203494,44.99143149,127.466033,47.27066448,1,0,0,0
109.0311724,89.16860744,69.80912507,47.0654224,130.0874697,44.92370834,1,0,0,0
126.7059117,108.2471634,78.38972281,56.16072881,120.7300697,53.70657196,1,0,0,0
147.5562628,137.2076104,88.57125167,73.14228532,104.4547854,69.05979408,1,0,0,0
161.0024623,156.2145837,110.6410871,103.3297744,98.08369881,75.65250561,1,0,0,0
160.831526,157.7329498,107.517962,99.71411436,99.32574819,74.66888682,1,0,0,0
159.8909123,159.0706448,104.8251519,106.8967663,92.34677808,82.20150217,1,0,0,0
160.1390904,160.5049695,107.952489,103.2674518,97.49239418,77.87471834,1,0,0,0
160.2717455,160.7774878,113.42295,105.1473654,101.9330658,74.35102736,1,0,0,0
159.667179,160.7787497,108.0247451,102.7332971,101.9998279,76.35796794,1,0,0,0
160.1487717,164.7971156,110.5535872,112.2708352,97.29723921,82.87944531,1,0,0,0
158.2409909,165.3024423,110.6866386,115.6576257,94.93411566,85.94546894,1,0,0,0
156.2372097,165.741435,109.0572661,115.6461626,93.17892566,88.35974071,1,0,0,0
154.7080154,163.7715175,107.435912,112.1333729,94.07809549,87.89349687,1,0,0,0
153.5483715,162.2712923,108.2481168,113.6163355,93.91195836,88.23197633,1,0,0,0
150.7959546,156.6807062,110.5195512,115.0837939,95.91681108,86.20898061,1,0,0,0
150.6695759,156.8011346,109.9997581,112.140833,99.14557572,83.10487474,1,0,0,0
152.755054,156.9530837,109.8536614,111.429469,99.71444874,82.47094389,1,0,0,0
154.4222216,157.9041919,111.3501447,112.7285045,99.95855382,82.05558694,1,0,0,0
155.0440865,157.3621779,111.5302301,112.5429827,100.2097309,81.68788332,1,0,0,0
154.9017147,156.8226799,110.1898916,110.9626819,99.90173338,81.83142874,1,0,0,0
154.4187342,155.1313828,110.8449909,111.5588636,99.97793163,81.73635193,1,0,0,0
154.6738186,155.4859546,111.3812223,112.3741903,99.71169519,81.96719388,1,0,0,0
152.7027123,152.6688247,110.6286557,110.720303,100.1704945,81.43412481,1,0,0,0
152.3755586,152.0655849,110.1681491,110.1263885,100.1278805,81.45691139,1,0,0,0
152.7043673,152.2091693,110.3390345,109.7531908,99.97860178,81.56032637,1,0,0,0
152.7571958,152.0291356,110.0261057,109.2976574,100.0406748,81.48984706,1,0,0,0
152.5625675,152.3304312,108.8392045,108.8691726,99.3272035,82.18406089,1,0,0,0
152.4930374,152.4001795,108.6259955,108.2457116,99.02809991,82.36650714,1,0,0,0
150.3323161,152.6464287,109.0247647,110.0166434,97.15169789,84.15564722,1,0,0,0
151.2712631,154.7208333,110.5330541,113.155983,95.27787934,85.82050075,1,0,0,0
151.2760486,154.6184075,110.9657219,112.6163297,95.46365241,85.13481898,1,0,0,0
153.0321796,154.4837353,109.7405702,108.3901696,98.15532205,82.22002911,1,0,0,0
154.992287,156.5962147,110.9782464,107.2387499,100.0471078,79.55656328,1,0,0,0
158.4851934,161.4084273,121.8690311,116.6674021,101.4210299,77.64363774,1,0,0,0
158.3976217,162.2625314,118.8970284,116.5224942,99.23481212,78.8205712,1,0,0,0
157.8016602,160.8450148,115.5230081,116.6758277,98.05016032,79.15427244,1,0,0,0
159.0133495,159.2519678,123.5687181,118.5083716,102.1915396,74.60500342,1,0,0,0
159.1848918,157.6666242,126.4716652,128.0360674,95.12925042,80.91186601,1,0,0,0
158.7342926,156.1417646,127.7509895,127.8499085,95.53134979,79.90860184,1,0,0,0
158.7276082,154.8029864,127.3612242,126.6031694,96.66770132,78.42032124,1,0,0,0
158.4461735,152.3334164,122.6432243,119.661274,98.75900269,76.3251429,1,0,0,0
146.0432269,122.574762,112.3269858,86.65197179,111.79432,63.4592881,1,0,0,0
116.3701097,93.04902924,79.65014212,54.44370544,122.7856697,52.65249858,1,0,0,0
83.23267089,76.22399776,50.90889146,40.99600296,123.1575954,51.85554756,1,0,0,0
78.43292541,74.35961275,44.8143986,37.52435509,122.4384323,52.11586777,1,0,0,0
84.80036868,75.72168716,48.25036275,38.04248575,123.8287411,50.15870852,1,0,0,0
75.44449366,71.45435185,39.90795394,33.95407949,117.2187087,55.95661633,1,0,0,0
73.15484864,71.03098014,34.20646411,30.97050096,107.2015974,65.56212548,1,0,0,0
75.54769003,75.37616802,34.12783705,31.17963938,106.5707594,65.69787427,1,0,0,0
78.97570426,83.82261813,31.32147032,29.39593877,105.1432093,66.87133637,1,0,0,0
76.03889612,78.73713344,29.68550171,28.90984895,106.0418562,65.45088892,1,0,0,0
76.28109602,80.86809913,28.58336163,28.44764184,101.3977038,69.67674991,1,0,0,0
76.5320259,80.98839832,27.92459695,28.39973206,99.13898516,71.23297321,1,0,0,0
75.78499883,80.38999339,26.95763766,28.20476957,96.58137622,73.01234829,0,0,0,0
71.40843087,74.84215955,24.10849751,25.74637167,95.94110792,73.93261903,0,0,0,0
69.55356789,72.06833179,21.94799881,24.78839118,97.6037292,72.0766563,0,0,0,0
70.63784772,71.85035269,22.44419405,25.20965406,94.5346537,74.02852098,0,0,0,0
69.58801105,70.62662893,22.57562443,25.09716402,92.12221746,75.34578181,0,0,0,0
68.14118405,66.55200342,22.25555507,24.11226964,91.03262291,75.83062355,0,0,0,0
64.70805709,63.53656569,21.2058613,23.19221794,92.43419411,73.92326091,0,0,0,0
64.85432172,65.44360017,20.30539322,22.79309647,85.44465259,79.88400903,0,0,0,0
65.38469824,66.18261317,20.71128388,22.82845506,86.57249864,77.62081272,0,0,0,0
64.00108464,65.38731705,21.58491985,22.99362152,81.32832943,81.74945706,0,0,0,0
62.8432303,64.67164261,22.53492763,25.15187782,82.91262002,78.33038868,0,0,0,0
61.73180392,63.89419912,22.91884671,26.80431636,79.38663615,80.64758537,0,0,0,0
63.77144325,67.28618464,22.99546469,26.37508532,76.82023516,82.85610342,0,0,0,0
66.45819487,71.31280525,24.35349894,27.64418299,77.49457911,81.22745235,0,0,0,0
70.93962637,75.77457239,24.76353627,26.80994378,78.50959072,79.98928612,0,0,0,0
72.04640822,78.33309622,25.88496716,27.12849276,76.30714284,81.22160683,0,0,0,0
71.18096398,77.20945795,25.68912556,28.72027513,75.58788807,81.1256631,0,0,0,0
71.47260681,76.90648947,24.39229691,29.03481882,74.25272911,82.57058077,0,0,0,0
69.94646954,74.71321348,24.69647086,30.5843812,73.75108007,82.34804093,0,0,0,0
69.26528202,73.8450402,23.66217039,30.08706954,73.47114891,83.18794456,0,0,0,0
68.64731231,72.99495653,23.67146739,30.21755944,73.89992524,82.7231606,0,0,0,0
65.72594144,70.82099023,24.28025794,30.77867588,74.53455986,81.93686384,0,0,0,0
64.86522169,69.66646435,24.97212802,31.75085488,75.15850649,81.37196723,0,0,0,0
64.8568971,69.16495554,25.85150006,33.54928635,75.21594182,81.32340735,0,0,0,0
64.76047827,67.348091,26.20422667,33.46862791,75.33389334,81.74366513,0,0,0,0
62.7760058,66.11129463,26.80835489,32.41800387,78.6678818,79.74822357,0,0,0,0
63.29964967,66.58402506,26.16347213,31.6256835,79.80108891,79.43837361,0,0,0,0
64.24869218,67.47597875,26.14788151,31.04280615,80.63641665,79.19263424,0,0,0,0
64.34088356,67.32449881,23.40453206,27.76399085,81.41183652,80.98152572,0,0,0,0
63.98443033,65.64724848,21.57467387,24.0628693,79.18229753,85.73935054,0,0,0,0
64.73209279,64.16434325,21.74228282,24.36876285,78.0373679,87.41552219,0,0,0,0
62.27312065,59.15016257,21.20986232,23.33999176,80.82867356,86.12985106,0,0,0,0
56.24597399,52.99282354,19.94877621,23.8642427,79.91255609,88.02226164,0,0,0,0
57.82957103,55.54712707,20.82702894,23.92872915,91.80432243,76.92732369,0,0,0,0
61.32992294,60.50194882,24.28489915,26.39069921,93.89474951,74.15064443,0,0,0,0
63.53438854,64.05737559,25.89103415,27.26993732,98.2094573,70.40246594,0,0,0,0
70.72796276,73.13969275,26.85744094,27.95499037,99.21792621,70.15970388,0,0,0,0
73.33608741,77.62582753,29.17720436,29.30946055,106.0692969,64.12389856,0,0,0,0
89.51569368,94.36685025,32.19349139,30.88085172,109.2255165,61.49975815,0,0,0,0
96.02352447,101.2076009,33.68269512,31.63734431,113.0421826,58.82791051,0,0,0,0
93.393729,98.35298312,36.16438952,32.74823075,109.2890194,62.92134557,1,0,0,0
94.41657411,96.39823357,39.13541294,34.52147492,113.0520929,59.78878088,1,0,0,0
89.28971776,86.64480527,43.08423099,35.36804908,119.0862404,54.75176332,1,0,0,0
97.56712451,85.62661189,56.79984405,40.61071444,127.3242008,47.595696,1,0,0,0
109.6053221,90.43865457,66.87625415,46.55428239,125.4004652,49.64900069,1,0,0,0
139.4674269,121.2314206,88.31475356,69.36964238,108.7205988,65.94155237,1,0,0,0
149.9745634,138.4100435,90.70257314,76.27199814,103.8970864,70.31924507,1,0,0,0
157.672308,151.3709682,98.89997151,90.17377279,99.34010029,74.99263667,1,0,0,0
156.7269997,151.9720382,95.20943017,89.43834648,99.41014538,75.55973751,1,0,0,0
157.1418595,154.7060158,95.63134256,93.16144808,98.97353159,76.10923657,1,0,0,0
160.3131095,157.3862583,105.6419915,103.2257656,98.67662343,76.51822528,1,0,0,0
160.7742463,158.1723318,112.546195,102.6436361,103.946443,71.74604522,1,0,0,0
160.4228753,159.1373603,113.2995748,103.4242477,105.7278902,70.77175681,1,0,0,0
160.0776991,160.9543433,110.1372694,103.9704899,104.3560131,73.57215842,1,0,0,0
159.6374014,164.0520757,109.0189001,113.0462505,97.73916727,81.94192791,1,0,0,0
159.8775005,166.0441072,114.6507138,122.2567086,94.98481025,85.88326762,1,0,0,0
153.6397861,162.2805648,111.3997239,114.6639011,98.1317693,82.79306428,1,0,0,0
150.4798221,158.952544,109.0853579,110.8682758,99.03422077,82.35774389,1,0,0,0
145.5297815,153.7174907,109.6005414,111.9808064,98.50044696,83.24872698,1,0,0,0
148.2191594,157.0120271,109.3188523,113.7192157,97.14811389,84.83467309,1,0,0,0
149.4428283,157.9180061,109.1878833,113.0121741,97.17740057,84.57715986,1,0,0,0
150.5743156,158.8824535,109.3770321,113.1671142,96.45075526,85.25272216,1,0,0,0
151.646338,157.1946702,109.5091688,111.3393849,96.57940852,84.92910836,1,0,0,0
151.6543923,156.5860958,109.9779363,111.4251736,95.17899501,86.24870372,1,0,0,0
152.1401674,155.4946535,110.4516299,109.8946389,95.10617149,86.25693595,1,0,0,0
152.8467481,154.5157458,109.5544056,108.0788966,95.35645875,86.03377085,1,0,0,0
153.009141,154.8724,107.7464771,106.3869394,94.27017532,87.20482099,1,0,0,0
153.52003,155.4165512,107.3659582,106.824205,93.07166329,88.44016984,1,0,0,0
153.2168588,156.5479092,107.6561171,109.1300286,90.89973843,90.67686403,1,0,0,0
152.4431803,156.0853726,107.6709731,109.7104807,90.40005524,91.20659513,1,0,0,0
152.1084163,155.535525,107.572096,109.1106481,90.22632902,91.40392589,1,0,0,0
151.7974481,155.6747872,106.1484779,108.5267092,89.08235365,92.63243883,1,0,0,0
151.8471384,156.5005661,105.4584679,107.9944385,88.15955696,93.64328178,1,0,0,0
152.7584299,157.2447125,105.1153394,106.3170605,87.21531998,94.71097471,1,0,0,0
153.4735901,158.70273,104.5798741,104.6248206,86.74978516,95.19890817,1,0,0,0
154.345637,159.9281933,105.0418758,104.2510345,86.11290503,96.01723703,1,0,0,0
155.0001448,161.9078882,106.7518843,107.1895455,84.44473897,97.94660768,1,0,0,0
156.9690606,163.7029913,107.2026922,107.6475304,84.85321186,97.91575239,1,0,0,0
159.7450786,166.9452966,106.9618445,107.4975212,84.71244639,98.23804313,1,0,0,0
159.6875225,164.8098635,105.2002199,102.3098986,88.27747647,94.32275634,1,0,0,0
158.768297,164.8630765,109.435505,104.2289772,92.50828895,89.40863258,1,0,0,0
158.418677,162.725965,114.590996,108.0895588,94.62667702,86.08293167,1,0,0,0
156.3684737,159.0253207,111.182364,107.4173876,93.19865899,86.1303252,1,0,0,0
148.2588221,151.9841184,97.117862,98.45515382,89.31692063,88.94312561,1,0,0,0
153.9564522,155.7986619,107.5805207,108.1238353,91.62038569,85.44477693,1,0,0,0
157.1395674,156.2457587,115.720419,115.2789896,93.1074486,82.94863424,1,0,0,0
152.0181617,146.0360302,112.5622097,109.2808147,96.8063194,78.29251133,1,0,0,0
124.631452,118.9843148,79.96252483,75.29886595,101.1377933,73.75222509,1,0,0,0
115.2534243,106.3244764,72.97634789,61.79095425,108.5659498,65.95038653,1,0,0,0
103.7385489,98.0488157,57.90382181,49.49196645,110.7843945,63.47135433,1,0,0,0
83.94511159,83.5996137,44.57155968,41.04704712,109.3320338,64.5542405,1,0,0,0
89.61459279,82.15393305,50.35338722,39.57367146,121.4071329,52.35300589,1,0,0,0
80.82170693,76.98255232,43.87499377,36.68772764,116.740781,56.44656034,1,0,0,0
74.4979097,73.3618769,38.59381143,34.9458938,106.7946734,65.47759239,1,0,0,0
73.54953102,73.29101729,37.90198865,34.80041825,103.4041522,68.44490621,1,0,0,0
72.65560756,72.37461105,34.15941393,31.17070424,103.2242284,68.9095867,1,0,0,0
72.57359385,77.91705024,31.59693583,29.83457656,98.79106506,72.57945366,1,0,0,0
76.3880204,81.76031381,30.86442539,29.63818691,98.68239574,72.14932286,1,0,0,0
