back_angle_R,back_angle_L,knee_angle_R,knee_angle_L,ankle_knee_knee_R,ankle_knee_knee_L,is_stand,is_back_front,is_knee_narrow,is_knee_wide
157.9748825,163.1424565,109.4696962,109.3151119,91.14984885,90.95380734,1,0,0,0
158.2260477,162.9042324,109.0403741,108.8642089,91.24727623,91.03853647,1,0,0,0
157.8650778,162.09863,108.211551,108.2940894,91.33024893,91.00893123,1,0,0,0
157.8355706,161.9724096,107.9943461,108.1387339,91.41399356,90.94925818,1,0,0,0
157.9150504,162.1197196,107.9059242,108.4336968,90.96812339,91.3970672,1,0,0,0
158.2398578,163.9661753,109.0163334,112.4322003,88.34378762,94.09806427,1,0,0,0
156.2692615,161.8359651,109.262158,112.5180757,88.2284825,94.07818844,1,0,0,0
154.5060438,160.7590391,109.6233855,113.2522656,86.81455232,95.40951786,1,0,0,0
155.243036,161.0283972,110.2601282,113.8450915,85.11756473,97.01101618,1,0,0,0
156.3452799,160.750599,110.8150457,113.2354392,84.93782182,97.18220168,1,0,0,0
156.8785024,160.6198643,111.1600908,113.182434,84.56986324,97.55391396,1,0,0,0
157.4016064,161.2581524,111.5725211,113.9768097,84.01339994,98.13522153,1,0,0,0
157.5147448,161.2305334,111.7046626,113.7061914,84.5383221,97.61633186,1,0,0,0
158.4573093,162.2000973,112.9189788,115.4548536,84.49516879,97.75580623,1,0,0,0
159.5285746,165.2834772,114.4383329,117.9038718,83.00016817,99.44662156,1,0,0,0
159.0723344,166.4219184,112.7072576,116.3953721,82.58013116,99.73257855,1,0,0,0
158.7840578,165.8160989,112.076847,114.0586297,84.04077424,98.11965504,1,0,0,0
158.8934493,165.6630584,112.0535083,111.7670505,86.0171405,95.9383562,1,0,0,0
159.6538652,166.27711,113.2526989,111.6965257,87.59187231,94.04239982,1,0,0,0
159.5039457,164.1348229,120.5925509,114.4670688,94.34586948,86.40115264,1,0,0,0
158.8563415,161.7479813,118.1273415,112.5672641,94.23801225,85.26352244,1,0,0,0
158.5753492,161.8707055,122.2273073,116.9694194,92.72656102,85.89898574,1,0,0,0
158.7078608,159.0207511,119.5590622,112.811268,93.6444017,83.51388398,1,0,0,0
158.1493768,156.3134266,119.9136922,113.4705947,93.91410391,81.91081629,1,0,0,0
155.6886527,152.3146752,116.858299,112.9349577,92.81989174,81.98873495,1,0,0,0
143.1885173,137.1672608,93.88088563,89.58785468,96.87787275,77.97606364,1,0,0,0
114.8103195,106.2935674,77.48952632,62.59084228,110.4820686,64.45602549,1,0,0,0
77.98402004,78.73673908,48.03987418,43.75959208,108.7520131,66.12979507,1,0,0,0
71.20299063,73.02367114,42.70532606,41.19178512,98.66706459,74.63583547,1,0,0,0
74.09043751,75.12237935,43.29576238,39.74882175,101.5921788,70.70358771,1,0,0,0
78.6694831,76.11830878,42.06720388,38.14036829,107.949363,64.35943862,1,0,0,0
76.26680099,74.83604612,37.84246365,35.02942291,108.6088653,63.75181586,1,0,0,0
77.05739991,77.48469586,34.55047398,31.87403973,106.1548955,66.12544628,1,0,0,0
89.63318338,92.59531458,33.92597535,31.84131329,100.9785071,70.26704849,1,0,0,0
87.24521746,91.44666435,32.18258987,32.83971196,91.6588286,78.43854634,1,0,0,0
81.94994737,85.65920991,30.88722826,30.94397792,91.52380432,77.63308983,1,0,0,0
78.06692456,82.29663073,29.02041903,29.32709458,93.39794909,75.71119438,1,0,0,0
78.26861155,82.48847998,27.30578934,28.06664998,98.90521009,70.30076495,0,0,0,0
79.16506564,83.24393361,27.10866361,29.69031105,96.5623917,71.65662327,0,0,0,0
79.09805413,84.71283145,25.71443722,28.67132781,95.13905253,72.7478133,0,0,0,0
79.663872,85.12853408,24.44420126,27.03185359,91.41925291,76.16972638,0,0,0,0
75.728586,76.54074683,23.42287732,25.38972372,90.67917761,75.93384494,0,0,0,0
69.68438307,69.24170244,21.94786355,23.79249614,92.82901618,73.16652078,0,0,0,0
65.76446731,66.54840836,20.77280018,22.8032349,88.53980913,76.61974159,0,0,0,0
62.29128066,63.1865326,23.06977411,24.54894582,80.66789788,81.57621581,0,0,0,0
61.73921671,63.96809722,22.82208404,25.95263951,83.84710136,77.07614761,0,0,0,0
62.73909491,64.42418195,22.56365631,26.61403659,83.43262251,76.40354154,0,0,0,0
63.0250776,64.34627718,22.98692464,25.44455028,80.98416062,78.31133942,0,0,0,0
64.09504603,63.94159113,24.79426652,27.93057623,77.79562932,79.44987751,0,0,0,0
65.60052531,66.93375676,24.21643566,27.910829,72.76451234,84.26098517,0,0,0,0
70.15790553,73.95649771,24.81008494,28.17725039,70.96763679,85.55452154,0,0,0,0
69.80509285,75.52362509,24.15575451,27.31673316,70.8269974,86.1806724,0,0,0,0
68.78292577,74.44166945,24.17082734,27.97455685,71.68622191,85.12055398,0,0,0,0
68.06406464,73.56514902,23.34072406,27.96655413,71.58095048,85.51602194,0,0,0,0
67.96250433,73.96062951,23.79748743,28.51153482,72.07462077,84.55707339,0,0,0,0
68.2357168,75.46002298,24.3304253,29.40427189,72.77752847,83.45243962,0,0,0,0
67.73293871,74.57909745,24.3878343,29.6008731,74.08642976,82.27999636,0,0,0,0
66.46372581,70.98185038,23.57397984,28.01123116,74.95840295,82.45545121,0,0,0,0
66.25639085,69.97904715,23.65717473,28.06609356,76.84187333,80.90800376,0,0,0,0
67.7699909,71.18423015,23.53625589,27.89098852,77.47981556,80.80174464,0,0,0,0
67.10883925,71.37805621,22.39584045,27.30163325,78.85193034,80.81181566,0,0,0,0
70.86398999,77.0352334,22.70958357,27.90472229,78.43891279,82.0874701,0,0,0,0
65.06356715,69.67824433,21.74104622,26.20741896,79.48660827,83.37598897,0,0,0,0
66.77928686,69.07660832,22.36198287,25.57616505,79.41489408,85.05072489,0,0,0,0
65.58646957,66.55527343,22.90905978,25.32307196,84.10067437,81.31823508,0,0,0,0
65.44750785,64.63222189,23.22256804,26.49683433,87.74823604,78.93475971,0,0,0,0
68.55022068,68.92012439,25.17842436,27.11867813,95.82513604,71.7508842,0,0,0,0
77.43723715,77.67806049,26.87593837,27.82195357,97.89605471,69.84843356,0,0,0,0
83.13616379,82.64781848,29.15915109,29.34266797,99.18745723,68.75731687,0,0,0,0
87.07148963,86.27345734,29.98188231,30.8824426,102.8609378,66.01038337,0,0,0,0
93.87114614,93.70600127,31.63378138,31.32984312,106.2101679,63.40964604,0,0,0,0
94.40154389,94.78510607,35.42269659,35.21310536,106.474769,63.68423102,0,0,0,0
97.36134545,97.31784748,39.13624681,36.73246895,110.6615175,60.57596895,0,0,0,0
96.52347238,93.60344854,41.02566329,37.43154035,115.9847542,56.18774771,1,0,0,0
87.39217592,81.18920974,45.55311238,37.28558477,117.9603247,55.02977711,1,0,0,0
93.41336266,85.46820616,48.1328015,38.59035493,119.7122043,53.76663861,1,0,0,0
101.1793689,88.42767362,56.40352443,43.22309656,119.8427808,53.9931047,1,0,0,0
100.2796531,86.94415999,61.06687612,50.14839135,109.6492118,64.64811401,1,0,0,0
115.4621224,96.6279912,79.16233467,62.99235564,108.1025897,66.73550143,1,0,0,0
121.9638983,103.9302034,72.66160695,54.96726801,114.2835169,60.79478434,1,0,0,0
142.5186216,119.6587893,78.55560683,58.21877557,116.7270509,58.49278163,1,0,0,0
156.9949342,143.7881988,92.81445662,80.32826442,101.2766885,73.31283368,1,0,0,0
157.07382,149.0154065,87.65436036,80.93794859,98.49494326,76.28099951,1,0,0,0
161.9776318,155.5731986,91.42041298,87.67303461,96.44109972,78.49495748,1,0,0,0
163.4671008,158.5767612,98.10347828,99.44377229,92.00327704,83.05132927,1,0,0,0
163.7881146,158.5205419,102.9173998,106.206075,90.18751,85.44147692,1,0,0,0
162.1026822,158.66483,106.9026214,108.1925809,92.41356303,84.41874219,1,0,0,0
160.8240496,160.1206853,106.5232829,102.1566734,98.81873707,78.74740821,1,0,0,0
159.9170667,160.7960486,109.207562,101.5214105,102.0450016,76.04470126,1,0,0,0
160.1118882,162.2350334,108.4163047,103.6223626,100.7922194,78.06405985,1,0,0,0
160.7435105,163.3650235,110.0132611,107.6229821,99.74684159,79.99869949,1,0,0,0
161.1966662,164.4744565,108.4542503,106.9191872,99.12823033,81.15714867,1,0,0,0
161.2822244,164.8570552,110.9813923,108.939563,99.59383085,80.85632379,1,0,0,0
159.7369506,163.6954371,111.9825346,110.4887251,99.39672675,81.28821146,1,0,0,0
157.8191704,163.1712707,110.7264821,109.5964989,98.32899442,82.58280787,1,0,0,0
157.7154814,164.5228768,110.7932573,111.9848744,95.00826946,86.19905248,1,0,0,0
156.2941751,161.8361351,109.9844477,109.4507788,95.22400714,85.89897974,1,0,0,0
154.2736875,159.9840806,110.3530908,111.1125846,93.50558094,87.64372456,1,0,0,0
154.3275229,158.5036759,110.2519901,109.6979273,94.70307486,86.48001416,1,0,0,0
155.1225543,158.5175439,109.9860418,108.8666328,95.37239411,85.81743479,1,0,0,0
155.6474346,159.1468926,109.8577619,108.6427821,95.92672651,85.25491908,1,0,0,0
155.3772114,158.6539046,109.0612299,107.3220276,96.47139999,84.66473468,1,0,0,0
153.957733,157.6562201,108.9652384,107.1179635,96.34529115,84.77549379,1,0,0,0
153.9008815,158.3074726,109.0407622,108.1092473,95.47935493,85.69370606,1,0,0,0
153.8347332,159.3114689,109.5554828,109.7663804,93.53792154,87.69156187,1,0,0,0
153.5380254,159.071335,109.2010376,109.5995016,92.24931922,89.00842816,1,0,0,0
153.3411543,159.1637619,109.4174198,109.9949585,91.9073438,89.40503817,1,0,0,0
152.8154833,159.1003093,109.8950938,110.758317,91.34405622,90.02721144,1,0,0,0
153.2681494,159.5354074,110.5217463,111.3211293,91.39950519,90.15149878,1,0,0,0
153.5898971,160.4972252,110.5735679,111.5563634,91.11110935,90.71520934,1,0,0,0
155.5673709,164.4393523,110.8399046,112.9542175,90.09461652,92.10173168,1,0,0,0
156.8532713,166.7519593,111.1726116,115.3084,87.66206839,94.97766275,1,0,0,0
157.6973561,167.5684097,111.179222,115.2274218,87.55498457,95.39299775,1,0,0,0
156.7463722,167.0596391,108.1712256,113.0747375,85.19891655,97.77538692,1,0,0,0
154.881248,165.8442382,106.7161611,110.8211982,86.08730085,96.62760266,1,0,0,0
153.9256234,163.6908815,106.1092293,107.5020815,87.87522172,94.12939131,1,0,0,0
149.2154289,154.5468045,103.6478937,101.1993703,92.55633909,88.15931339,1,0,0,0
147.1219355,148.6565579,103.0229361,97.90953874,95.5938553,83.94118306,1,0,0,0
156.8712449,153.7517265,121.3712947,107.426329,102.0056222,76.64918032,1,0,0,0
156.6749418,152.7430539,120.2967657,106.0195428,101.2386932,76.40977561,1,0,0,0
157.7127626,154.4496789,133.7805475,110.6203272,107.3516406,69.50627146,1,0,0,0
157.430973,151.818861,123.5899881,103.3736634,104.7189926,71.12792254,1,0,0,0
151.8918833,148.4303616,103.2877278,99.12565859,95.45922643,79.06959801,1,0,0,0
146.6115906,140.2484706,101.1269443,98.41186894,95.17455185,78.81607811,1,0,0,0
130.9848882,128.6647588,80.78780803,84.1397091,90.38153338,83.37452111,1,0,0,0
108.6202934,107.0105164,69.93370563,67.94699999,95.08902112,78.75682136,1,0,0,0
98.74767758,91.3276011,56.62880483,48.13646148,111.3997427,62.72631821,1,0,0,0
83.14689068,80.10906026,44.87855249,41.18734214,111.1176542,62.78010709,1,0,0,0
82.81375181,77.44181825,44.81013456,38.81705605,119.2074864,54.62988449,1,0,0,0
78.52766301,75.00048033,37.1605826,33.86641574,118.4876121,55.06308748,1,0,0,0
78.18619103,74.78779078,35.84126919,33.87160175,110.859859,61.31575968,1,0,0,0
81.21272584,85.50254228,32.96290969,32.11405233,107.639357,64.18230371,1,0,0,0
82.79943952,88.0338996,32.8397666,32.78239019,102.6549653,68.58643811,1,0,0,0
87.04573487,97.23517238,30.8715938,32.12177131,95.97411903,74.53578656,1,0,0,0
84.48754892,90.6049419,27.3248141,29.44910995,95.40057118,74.97845207,1,0,0,0
83.51401561,91.14388037,26.17261119,29.4709043,93.86053235,75.870727,1,0,0,0
82.22875523,88.67622912,25.86469429,28.5390671,98.50268946,70.76763493,1,0,0,0
83.14685042,89.84434799,25.84439147,29.22977452,94.9430014,73.27485775,0,0,0,0
81.37863745,86.89746102,23.10659177,26.40479179,97.86650817,70.99611923,0,0,0,0
79.28628485,80.04148909,23.09596166,25.7868027,91.36254218,76.55584306,0,0,0,0
77.09150307,76.97991298,23.59447773,25.54907464,91.51659892,75.65212771,0,0,0,0
73.17008602,72.15664638,22.65995127,24.23133951,92.54229797,74.29525238,0,0,0,0
63.40018852,61.63154473,23.71696214,24.20238751,86.85058695,78.43467884,0,0,0,0
53.75008399,51.72070135,22.54417541,23.4383647,85.91974663,79.0124464,0,0,0,0
52.93890075,52.76171746,24.59668594,25.1554531,83.77531461,79.12171732,0,0,0,0
51.46495402,52.44164816,24.85301955,26.80033683,83.7347664,77.9462183,0,0,0,0
49.6531613,50.6154491,24.28265338,27.6673134,85.01154704,76.19373065,0,0,0,0
50.87278394,52.82534884,24.13257144,25.95030727,82.33528547,78.59184223,0,0,0,0
52.31670607,53.00391784,24.24920199,25.79169622,79.65753458,80.37784242,0,0,0,0
63.46623314,70.14672692,24.33229223,27.22507441,73.47491664,84.82894693,0,0,0,0
64.42884119,68.96700717,25.35845592,28.1902996,72.63308077,84.26188768,0,0,0,0
67.03765785,71.66989408,26.22810725,30.01453526,73.38482447,82.06946645,0,0,0,0
68.4617037,73.35754774,24.96972828,30.12219027,73.44203238,82.22033793,0,0,0,0
66.34146136,70.53631947,24.1674304,29.8806837,74.30754414,81.24938114,0,0,0,0
67.22429149,71.98786054,25.32972433,31.42782575,72.55433109,81.61676907,0,0,0,0
66.62938561,71.47939303,24.868707,31.03137116,72.87991353,81.3049757,0,0,0,0
66.16318518,70.88994376,24.55733349,31.05963586,72.5747178,81.52764277,0,0,0,0
65.85978741,70.55596766,24.62825046,31.85465454,73.33646532,80.50119586,0,0,0,0
65.77755231,70.60339898,24.05940616,31.72031519,74.9557971,79.13457167,0,0,0,0
66.02593483,70.05721982,24.04087167,31.44042951,75.18417703,79.13402005,0,0,0,0
65.33860037,69.52380981,24.80994373,32.0067431,75.08834536,79.59274175,0,0,0,0
66.26300145,70.7324045,24.13709566,30.71953695,75.66402566,80.68573448,0,0,0,0
66.91807341,70.83932827,23.00608866,28.61305218,77.58586885,81.45586373,0,0,0,0
67.1772598,70.06597372,22.7153346,27.67819414,81.11999265,80.43792718,0,0,0,0
67.21699125,69.76355921,22.94728454,26.43404828,78.44967739,84.71999775,0,0,0,0
62.89975916,62.55505148,22.60852697,26.355008,78.89215672,85.88350027,0,0,0,0
61.49570995,60.7684043,21.96755546,25.95301445,84.5532062,82.53950559,0,0,0,0
64.48885144,65.56866245,24.06001264,27.18476399,94.59412617,72.96959861,0,0,0,0
71.23950034,68.52572273,26.39018462,28.70635933,93.54863481,73.89108778,0,0,0,0
77.19536013,75.06044831,28.48249144,29.9015463,96.83584502,70.96560793,0,0,0,0
78.20215409,75.34140485,29.10600384,30.3681975,101.3340824,67.68444941,0,0,0,0
81.19896713,80.64985464,30.02090547,30.34644966,107.8602338,62.50023307,0,0,0,0
85.08169602,84.71220477,34.07701678,33.52820027,115.3016856,55.84849883,0,0,0,0
85.45147908,85.51175697,36.48731208,35.54398605,112.5781883,58.67358894,1,0,0,0
86.55988144,84.86550377,36.92349469,34.41636123,113.2273974,58.67880659,1,0,0,0
94.33041009,87.31183747,43.96855615,35.77984812,121.0067302,52.02354341,1,0,0,0
107.6429574,97.70731009,48.52810415,39.15115846,122.1569642,51.29753009,1,0,0,0
118.677707,99.93263902,64.25518788,43.15178952,130.0275815,44.42036471,1,0,0,0
132.2884973,111.7015875,75.10267628,55.48667373,115.6884361,58.58183382,1,0,0,0
148.9872432,137.7150046,88.02328215,77.85494299,99.82269627,74.33106093,1,0,0,0
154.2344588,142.7083254,86.30364673,72.31228649,106.2769216,68.28533148,1,0,0,0
159.5609367,148.9018316,100.0283959,84.10840667,106.1733855,68.7426054,1,0,0,0
159.3818112,154.3071373,98.74460434,93.19876709,99.27696698,75.98950135,1,0,0,0
159.8471953,157.0825693,105.4855074,103.6153158,97.29273547,77.917411,1,0,0,0
160.5049086,158.1055515,102.0464767,103.2808469,96.13171241,79.4698837,1,0,0,0
160.4142272,159.7547019,109.2461155,104.5946732,100.5104711,75.67068404,1,0,0,0
160.7197111,161.2698341,109.4701656,105.9645189,101.6203745,76.02835951,1,0,0,0
160.7108721,163.1301317,110.4316845,108.9305747,100.9994084,77.78428155,1,0,0,0
160.1462,166.10323,108.2792417,109.6066205,99.40351108,80.64062721,1,0,0,0
160.4413487,167.6033246,113.061688,115.2118968,99.42998552,81.62047216,1,0,0,0
159.2990614,169.2790258,112.0106358,117.8514769,96.93883259,84.95781674,1,0,0,0
156.5323599,168.7041904,107.3404411,111.5291618,97.64238063,84.15655284,1,0,0,0
155.4309015,165.0905208,104.5405896,105.7261571,99.00881443,82.75274153,1,0,0,0
154.1113048,161.4927832,103.9901292,103.8399745,100.0995168,81.58295871,1,0,0,0
153.7100053,160.6093901,104.0528954,103.8644358,100.1117515,81.52013931,1,0,0,0
153.5817325,161.2692645,105.6162602,107.3547895,98.4091322,83.32365158,1,0,0,0
154.0739268,162.9213168,106.3403066,110.332496,95.93411667,85.78978897,1,0,0,0
153.533623,162.6957047,107.7074735,112.8991944,94.54589424,87.15660436,1,0,0,0
152.9020788,161.7360903,108.9058935,113.5073466,94.30414357,87.37753579,1,0,0,0
153.5911839,161.3911212,110.0388228,114.4264068,94.61964103,87.1789042,1,0,0,0
152.9265789,159.4592839,109.899116,112.9224159,95.60676499,86.1822071,1,0,0,0
153.0084538,159.1424429,109.5205444,111.8506459,96.14412838,85.65492004,1,0,0,0
152.9315175,158.9422547,109.5513043,111.7485707,96.37896963,85.42210459,1,0,0,0
153.1107772,159.296126,109.6051504,111.8203677,96.4323368,85.37988796,1,0,0,0
153.0563851,159.3564963,109.7318245,111.6394522,96.58007544,85.228004,1,0,0,0
153.042023,159.3018681,109.5603152,111.3951599,96.97737019,84.84321574,1,0,0,0
153.4652228,159.4641465,109.4283811,110.4321843,98.05047309,83.73346247,1,0,0,0
