Image num,Ankle angle,Knee angle,Hip angle
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame85.jpg,118.13365341992358,77.99593660191147,58.80759434116044
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame91.jpg,121.12472817125706,83.54154734165633,67.17863726192996
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame150.jpg,116.39921725661691,95.65871946052931,79.65435910629185
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame144.jpg,111.37803192491674,110.72175158405159,97.48766199116426
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame46.jpg,109.81334985864106,150.59851153187785,144.84897700061464
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame52.jpg,105.77395375344827,150.90053779156983,139.36381500336805
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame178.jpg,105.02415510721437,150.52146583995875,142.8827917142542
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame53.jpg,105.59402270936818,150.86326781165067,139.1958369740376
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame179.jpg,115.47121562067474,154.11945364481042,146.70806477392068
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame47.jpg,108.41521207567888,158.89888432497872,155.17544523081668
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame145.jpg,105.46210410397225,131.89859353829104,123.31120810037905
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame151.jpg,95.07789409151758,102.5804925490786,96.87729417687825
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame90.jpg,89.40388045207499,84.17733765094658,78.53581662265924
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame84.jpg,90.07428602182955,72.55866540763049,60.115713188577956
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame186.jpg,110.43657963058894,149.85359752402758,143.9990599111765
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame184.jpg,109.87840075870099,158.635163457692,156.21919138777704
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame92.jpg,103.03740219644413,97.2853262634531,89.45000056940114
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame86.jpg,94.01695122960973,78.66225273628754,67.96925529626856
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame147.jpg,117.68460693484758,89.09570526975125,80.04371540098913
/Users/sojeongshin/PycharmProjects/mediaPipe/squat_frames/frame79.jpg,93.3880596568124,74.62506195938886,57.72527995500485
