back_angle_R,back_angle_L,knee_angle_R,knee_angle_L,ankle_knee_knee_R,ankle_knee_knee_L,hip_hip_knee_R,hip_hip_knee_L,knee_knee_dis
94.4,36.7,68.9,14.9,125.5,75.3,5.7,69.7,0.8
113.2,38.5,89.4,16.2,124.3,75.5,13.4,68.1,0.8
117.3,38.1,94.0,15.7,124.2,75.2,17.8,68.7,0.8
114.0,38.2,91.3,15.4,123.1,76.2,14.6,68.6,0.8
107.7,38.1,86.1,15.3,120.9,77.5,8.5,68.6,0.8
114.9,39.0,93.3,16.1,121.4,77.3,15.9,67.8,0.8
83.8,40.9,61.1,17.7,115.4,84.6,15.6,65.6,0.8
76.6,41.1,52.9,18.0,113.7,87.5,22.8,65.1,0.7
65.8,40.3,42.5,17.3,109.3,91.7,33.7,65.6,0.7
62.9,39.5,39.4,16.7,108.1,93.0,36.5,66.3,0.7
63.0,38.8,39.3,16.0,108.7,92.7,36.3,67.0,0.7
62.8,38.6,39.3,15.8,108.8,92.6,36.3,67.2,0.7
63.6,39.6,40.3,16.5,108.4,93.0,35.5,66.2,0.7
64.0,39.5,40.9,16.5,108.9,92.5,35.0,66.2,0.7
64.7,39.8,41.6,16.8,109.1,92.2,34.5,65.8,0.7
65.0,40.1,42.1,17.1,109.3,92.0,34.2,65.4,0.7
61.7,40.6,39.2,17.6,106.9,94.0,37.5,64.8,0.7
61.5,41.4,39.1,18.3,106.3,94.5,37.8,64.1,0.7
60.8,42.4,38.4,19.1,105.9,95.0,38.5,63.2,0.7
60.1,43.1,37.6,19.6,105.7,95.3,39.3,62.5,0.7
58.9,43.6,36.3,19.8,105.5,95.7,40.5,62.1,0.7
57.0,43.9,34.4,20.1,105.2,96.0,42.3,62.0,0.7
56.7,42.9,34.2,19.0,106.1,95.1,42.5,63.2,0.7
56.2,42.5,34.0,18.5,106.6,94.5,42.6,63.8,0.7
56.3,42.9,34.1,18.8,106.5,94.7,42.4,63.4,0.7
62.5,43.9,39.8,19.5,109.5,92.6,36.4,62.2,0.7
65.8,44.2,42.7,19.6,111.6,91.0,33.1,62.1,0.7
64.6,43.4,41.2,18.6,112.7,90.0,34.3,63.3,0.7
65.3,43.6,41.8,19.3,113.2,88.9,33.5,63.2,0.7
64.5,43.5,41.0,20.0,112.4,88.9,34.5,63.2,0.7
67.1,43.0,43.9,20.2,111.9,88.2,31.9,63.9,0.7
70.4,44.4,47.3,22.1,110.7,88.5,29.0,62.3,0.7
73.9,45.0,51.1,23.3,111.1,87.7,25.8,61.1,0.7
79.6,47.5,57.7,26.5,111.0,87.0,19.5,58.3,0.7
80.4,49.6,59.4,28.8,108.9,88.2,18.9,55.7,0.7
90.0,55.3,69.7,34.6,107.4,88.6,10.2,49.4,0.7
86.1,58.1,67.8,36.9,104.7,89.9,13.8,46.8,0.7
104.0,68.9,86.0,47.2,104.3,90.4,3.2,35.3,0.7
152.3,95.6,137.7,72.9,106.2,85.3,52.0,9.9,0.8
156.5,125.5,141.4,102.3,106.0,85.8,56.0,19.5,0.8
163.0,176.5,146.2,160.9,105.1,87.5,63.0,76.7,0.8
164.3,170.8,147.1,166.9,104.8,87.5,64.1,82.3,0.8
159.1,163.2,141.0,174.1,104.7,88.8,59.4,89.3,0.8
157.6,158.4,138.1,179.7,104.4,89.5,58.3,93.4,0.8
159.5,157.5,140.1,179.3,105.2,88.4,59.9,94.4,0.8
160.4,157.0,141.1,179.1,103.7,89.5,61.0,94.3,0.8
160.3,155.7,141.8,178.0,103.2,89.4,60.4,95.9,0.8
165.0,157.1,146.8,179.4,102.9,89.5,64.6,95.2,0.8
169.5,158.0,152.4,179.0,101.6,90.3,68.8,94.5,0.9
170.6,161.9,153.0,174.0,102.4,91.8,70.0,91.1,0.8
171.7,163.7,153.8,171.3,102.6,92.8,71.3,89.2,0.8
172.9,165.6,154.0,168.7,103.3,94.2,72.5,87.6,0.8
174.3,167.3,154.6,165.2,102.5,97.3,73.9,85.8,0.8
176.1,167.7,155.9,164.2,102.6,98.2,75.8,85.1,0.8
176.5,168.1,155.9,163.0,102.9,99.3,76.0,85.1,0.8
177.2,166.9,155.7,163.9,103.9,99.5,76.9,86.2,0.8
178.9,166.2,157.7,164.1,103.6,100.2,78.8,86.8,0.8
177.9,165.8,162.8,164.8,102.1,99.8,82.2,87.3,0.8
177.3,165.6,164.8,165.2,101.3,99.6,83.0,87.9,0.9
175.9,165.5,168.3,165.7,99.2,99.6,84.6,88.2,0.9
174.9,166.2,170.0,165.9,97.5,100.3,85.5,88.2,0.9
174.3,165.9,171.6,166.2,95.9,100.9,86.3,88.3,0.9
173.7,165.3,172.3,167.9,94.5,101.3,86.4,89.5,0.9
174.1,163.9,172.3,171.0,92.8,101.1,86.1,91.1,1.0
173.9,163.1,173.5,172.7,90.8,101.4,86.3,92.1,1.0
173.6,162.7,173.8,174.0,90.2,100.9,86.5,92.4,1.0
172.9,161.8,175.5,175.7,88.8,100.5,87.2,93.3,1.0
171.9,159.9,177.5,179.1,87.5,99.1,88.2,95.0,1.1
171.6,158.7,178.4,178.4,86.7,98.2,88.7,96.1,1.1
170.8,158.4,179.8,177.7,86.0,97.8,89.4,96.5,1.1
170.9,159.4,179.5,178.1,86.3,97.6,89.3,96.0,1.1
170.3,160.2,179.9,178.1,86.7,96.9,90.0,95.4,1.1
169.4,160.1,178.3,177.6,86.0,96.7,90.7,96.2,1.1
168.2,159.6,175.8,176.5,85.3,95.6,91.9,96.8,1.2
168.4,159.0,175.5,175.7,86.0,94.5,92.0,97.3,1.2
168.0,158.2,174.0,173.9,85.5,93.5,92.9,98.2,1.2
167.9,157.4,173.4,172.7,85.2,92.9,92.8,99.3,1.2
167.1,156.9,171.9,171.7,84.7,92.3,93.5,100.0,1.2
166.4,157.0,170.3,171.8,84.5,91.7,94.6,99.6,1.3
164.9,156.7,168.1,171.4,84.1,90.8,95.9,99.5,1.3
164.7,156.2,168.3,170.0,84.2,90.1,95.9,100.1,1.3
164.4,155.9,167.2,169.5,83.4,89.8,96.1,100.4,1.3
164.1,155.5,166.5,169.2,82.9,89.8,96.4,100.6,1.3
163.9,155.6,165.4,169.3,82.0,90.1,96.7,100.7,1.3
162.9,155.2,164.4,168.7,81.2,90.4,97.2,101.3,1.3
162.1,154.6,163.8,168.8,81.5,90.6,98.0,101.6,1.3
161.9,153.8,163.7,169.3,81.8,91.8,98.1,102.6,1.4
161.1,153.7,164.0,170.1,83.0,92.5,98.9,102.6,1.4
160.6,153.6,164.3,170.7,83.9,93.1,99.3,102.7,1.4
160.6,153.6,165.8,171.3,85.7,93.4,99.5,102.4,1.4
160.3,154.0,166.6,171.5,86.5,93.7,100.0,102.2,1.4
160.1,154.1,167.0,171.7,86.5,94.5,100.6,101.7,1.4
159.9,155.0,167.8,172.8,86.3,96.0,100.5,101.2,1.4
159.8,155.6,168.3,174.2,86.2,97.0,99.9,100.8,1.4
159.9,155.8,167.8,175.9,85.6,98.4,99.8,100.6,1.4
160.1,155.8,169.1,176.9,86.0,99.5,98.8,100.7,1.4
160.4,156.2,171.1,178.2,87.0,100.1,97.9,100.0,1.3
160.3,156.2,171.8,178.3,87.5,100.0,97.6,99.7,1.3
159.8,156.1,172.5,178.2,87.7,99.7,96.9,99.8,1.3
160.1,156.2,172.7,178.3,87.7,99.6,96.8,99.6,1.3
160.1,156.6,172.6,178.5,87.5,99.5,96.5,99.4,1.3
160.2,156.3,172.7,178.2,88.2,98.3,96.3,99.3,1.3
160.6,156.8,173.1,178.4,88.6,97.4,95.6,98.9,1.3
161.1,157.2,173.3,179.7,88.6,98.0,95.1,98.4,1.2
161.8,157.7,174.1,179.9,89.3,97.2,94.6,97.9,1.2
162.1,158.1,174.4,179.2,89.4,96.1,94.4,97.5,1.2
162.8,159.2,175.3,179.8,89.7,95.8,93.7,96.4,1.2
163.1,159.8,176.0,179.0,90.1,95.9,93.4,95.7,1.2
163.2,159.7,176.7,179.0,90.7,95.8,93.3,95.6,1.2
163.7,159.7,177.4,179.2,91.9,94.8,92.9,95.6,1.2
163.9,159.7,177.8,179.3,92.2,94.6,92.8,95.5,1.2
163.9,159.7,178.0,179.4,92.3,94.5,92.9,95.4,1.2
164.0,159.6,178.1,179.9,92.6,93.8,92.9,95.5,1.2
164.0,159.1,178.1,178.4,93.0,92.4,93.0,95.8,1.2
163.9,159.0,178.0,177.2,93.0,91.4,93.3,95.9,1.2
164.0,158.9,178.0,176.4,92.8,90.8,93.3,95.9,1.2
164.2,158.9,178.0,175.6,92.8,89.9,93.2,95.9,1.2
164.7,158.9,178.7,175.5,93.1,89.7,92.7,95.8,1.2
165.4,158.9,179.5,175.3,93.2,89.6,92.2,95.8,1.1
165.8,158.9,179.8,175.3,93.5,89.5,91.7,95.7,1.1
165.8,159.1,179.7,175.2,93.8,89.0,91.7,95.6,1.1
166.0,159.3,179.2,175.3,94.3,88.7,91.5,95.4,1.1
166.4,159.3,178.2,175.3,95.0,88.5,90.9,95.4,1.1
166.8,159.5,177.5,175.5,95.3,88.5,90.6,95.3,1.1
166.8,159.8,177.2,175.6,95.6,88.4,90.5,95.1,1.1
166.8,160.2,176.7,176.0,95.9,88.4,90.3,94.8,1.1
166.9,160.3,176.7,176.2,95.8,88.5,90.2,94.6,1.1
166.9,160.4,176.5,176.2,95.8,88.6,90.0,94.6,1.1
166.4,160.7,176.6,176.5,95.8,88.7,90.3,94.3,1.1
166.2,161.0,176.5,176.7,96.0,88.6,90.4,94.0,1.1
166.0,161.5,176.5,177.0,96.0,88.6,90.6,93.5,1.1
165.8,161.6,176.6,177.1,95.7,88.7,90.7,93.2,1.1
165.8,161.9,176.9,177.5,95.3,89.1,90.7,93.0,1.1
165.4,162.3,177.2,177.8,95.2,89.3,90.9,92.8,1.1
165.1,162.6,177.3,178.1,95.3,89.3,91.1,92.6,1.1
165.1,162.7,177.3,178.3,95.3,89.5,91.2,92.5,1.1
165.0,162.8,177.2,178.4,95.5,89.4,91.2,92.5,1.1
164.9,163.1,177.1,178.7,95.7,89.5,91.3,92.3,1.1
164.3,163.9,177.0,179.3,96.2,89.6,91.6,91.9,1.1
164.2,163.7,176.6,178.9,96.6,89.5,91.6,92.1,1.1
164.3,163.6,176.2,178.9,97.0,89.5,91.5,92.2,1.1
164.3,163.5,175.9,178.9,97.3,89.5,91.5,92.3,1.1
164.3,163.4,175.8,178.9,97.4,89.7,91.4,92.5,1.1
164.2,163.2,175.7,179.1,97.3,90.2,91.5,92.6,1.1
164.2,163.1,175.7,179.3,97.2,90.8,91.4,92.9,1.1
164.1,162.6,175.7,179.0,97.2,90.9,91.5,93.3,1.1
163.9,162.3,176.2,178.8,96.8,91.1,91.7,93.6,1.1
163.9,162.0,176.2,178.6,96.8,91.3,91.7,93.9,1.1
163.8,161.6,176.5,178.8,96.3,92.1,91.8,94.3,1.1
162.9,161.4,177.9,179.1,95.6,92.7,92.8,94.3,1.1
162.4,160.8,179.0,178.9,94.9,93.2,93.5,94.7,1.2
162.1,160.2,179.9,179.0,94.3,93.8,94.0,95.1,1.2
161.6,159.1,179.2,178.7,94.0,94.3,94.5,95.8,1.2
161.0,158.5,179.1,177.8,94.5,93.8,95.3,96.2,1.2
160.6,157.7,178.8,176.1,94.4,92.9,95.7,96.9,1.2
160.0,156.8,177.4,174.5,93.7,92.3,96.4,97.7,1.3
159.1,156.4,175.4,174.7,92.8,92.8,97.5,98.0,1.3
157.6,156.2,172.5,174.8,91.5,93.1,99.4,97.8,1.3
156.7,155.4,170.3,173.3,90.3,92.5,100.4,98.8,1.4
156.0,154.9,168.5,172.7,89.3,92.5,101.3,99.2,1.4
154.9,154.3,166.1,172.2,87.9,92.8,102.3,100.1,1.4
154.2,154.0,164.7,172.3,87.4,93.1,103.3,100.2,1.4
153.2,153.5,162.3,172.0,86.3,93.3,104.2,101.2,1.5
152.2,152.5,159.4,169.7,84.9,91.9,105.2,102.5,1.5
149.9,151.2,153.8,166.5,81.7,90.7,107.6,104.4,1.6
148.8,150.3,151.3,164.7,80.5,89.7,109.2,105.1,1.6
147.1,149.2,147.9,160.9,78.6,87.7,111.0,106.5,1.7
146.8,148.5,146.4,159.3,77.8,87.0,111.5,107.6,1.7
146.2,147.4,145.0,157.2,77.3,86.5,112.3,109.3,1.7
145.9,146.9,143.6,155.7,76.2,86.1,112.7,110.4,1.7
145.3,146.7,142.2,154.0,75.5,85.1,113.3,111.0,1.8
144.6,146.4,141.3,152.9,75.1,84.6,114.0,111.5,1.8
144.4,145.7,141.1,151.4,75.0,84.0,114.1,112.5,1.8
143.7,144.9,139.8,149.4,74.4,83.2,114.7,113.6,1.8
143.0,144.2,138.5,147.9,73.8,82.5,115.5,114.4,1.8
143.3,142.8,137.8,146.3,73.4,82.0,115.5,115.8,1.9
143.4,141.4,137.2,144.3,73.3,81.0,115.7,117.2,1.9
143.3,140.2,136.6,142.7,73.1,80.6,116.0,118.3,1.9
143.4,139.2,136.7,141.0,73.3,79.8,116.2,119.2,2.0
143.2,138.3,136.0,139.6,72.9,79.4,116.7,120.1,2.0
142.7,136.7,135.3,135.6,72.6,77.3,117.2,121.9,2.0
142.1,135.6,134.2,133.5,72.0,76.5,117.7,123.1,2.0
141.1,134.6,132.7,131.8,71.4,75.8,118.5,124.1,2.1
139.9,133.5,130.4,129.6,70.2,74.8,119.7,125.2,2.1
138.8,133.0,127.9,128.4,68.9,73.8,121.2,125.2,2.1
137.5,131.8,125.8,126.3,68.1,72.6,122.5,126.1,2.2
136.0,130.1,124.4,122.8,67.8,70.7,123.7,127.5,2.2
134.2,128.6,120.0,120.0,65.5,68.8,125.6,128.8,2.3
132.4,126.9,115.5,116.6,63.3,66.7,127.7,130.2,2.3
130.3,125.3,111.9,112.0,61.7,64.1,129.7,132.2,2.4
128.4,123.4,108.8,107.5,60.3,61.7,131.3,134.4,2.5
125.4,122.1,104.1,104.2,58.1,59.8,133.7,135.9,2.6
123.7,121.1,101.2,101.2,56.7,58.0,135.2,137.1,2.7
122.4,119.9,98.1,97.3,54.9,55.4,136.4,138.5,2.7
121.4,118.1,95.6,92.7,53.5,52.4,137.3,140.3,2.8
120.2,116.8,93.6,89.8,52.7,50.7,138.3,141.6,2.9
119.2,114.9,91.6,85.6,51.7,48.3,139.0,143.8,2.9
117.6,114.6,89.9,84.1,51.0,47.4,140.3,144.2,2.9
115.8,113.7,86.3,81.7,49.3,46.2,142.4,145.1,3.0
114.7,113.2,84.1,80.9,48.2,46.0,143.5,145.7,3.0
113.8,112.3,82.8,79.8,47.8,45.7,144.6,146.3,3.0
113.0,111.5,81.7,78.6,47.5,45.3,145.1,147.4,3.1
112.8,111.3,81.4,78.1,47.3,45.1,145.1,147.7,3.1
112.8,110.8,81.7,77.4,47.6,44.6,144.9,148.1,3.0
112.1,110.1,81.4,76.5,47.7,44.4,145.3,148.9,3.1
111.3,108.7,80.2,75.0,47.3,43.8,146.3,149.7,3.1
111.1,108.2,79.6,73.8,47.0,43.2,146.6,150.2,3.1
110.8,107.9,79.1,72.8,46.7,42.6,146.7,150.7,3.1
109.7,107.4,77.5,72.0,46.1,42.8,148.0,151.4,3.1
108.5,106.5,75.6,71.1,45.4,42.9,149.3,152.3,3.1
107.2,105.5,73.4,69.6,44.3,42.3,150.8,152.9,3.2
105.8,104.8,70.6,68.2,42.8,41.6,152.2,153.5,3.2
104.7,103.5,68.4,65.9,41.6,40.6,152.9,154.9,3.3
103.2,102.1,65.7,63.0,40.2,39.1,154.3,156.4,3.4
102.1,100.7,63.7,61.1,39.5,38.5,155.6,157.5,3.4
101.1,99.9,61.2,59.1,38.2,37.3,157.0,158.2,3.5
100.3,99.6,59.9,58.1,37.4,36.6,158.1,157.9,3.5
99.0,98.9,57.7,56.3,36.3,35.6,159.4,158.6,3.6
97.2,97.9,54.8,54.2,35.1,34.9,161.1,159.9,3.6
96.6,96.5,53.2,51.8,34.2,33.7,161.4,161.4,3.7
95.5,95.4,51.3,49.8,33.2,32.7,162.3,162.6,3.7
95.0,94.6,49.4,49.2,31.9,32.7,162.5,163.6,3.7
94.2,93.4,47.5,48.2,31.2,32.6,163.4,164.6,3.7
93.3,91.4,46.0,46.6,30.8,32.5,163.9,166.8,3.7
92.1,90.4,44.5,45.1,30.5,31.9,165.5,167.3,3.7
91.3,89.4,42.7,43.9,29.7,31.6,166.5,168.3,3.8
90.8,88.3,41.2,42.5,29.0,31.1,167.4,169.0,3.8
89.3,86.7,38.8,39.9,28.3,30.2,168.9,170.9,3.8
88.6,86.3,37.9,38.8,27.8,29.6,169.2,171.5,3.8
87.9,85.6,37.0,37.4,27.3,28.7,169.3,172.2,3.8
86.9,84.8,36.0,35.8,27.1,28.1,169.9,173.5,3.8
85.1,84.2,34.4,34.4,26.8,27.6,171.7,173.9,3.8
84.0,83.1,33.3,33.8,26.8,27.6,173.3,174.0,3.8
83.5,81.8,32.8,33.1,26.8,27.3,174.0,174.2,3.8
83.0,81.0,32.2,32.6,26.9,27.4,174.8,174.7,3.8
82.5,80.3,32.0,32.1,27.2,27.4,175.1,175.4,3.8
81.7,79.5,31.3,31.5,27.1,27.5,176.0,175.9,3.8
81.1,78.6,31.1,31.2,27.5,27.9,176.2,176.9,3.8
80.6,78.0,31.0,30.8,27.8,28.1,176.4,177.7,3.8
80.0,77.5,30.9,30.5,28.0,28.2,176.6,178.2,3.8
79.9,77.5,31.0,30.3,28.3,28.3,176.6,178.7,3.8
79.6,77.4,30.7,30.2,28.3,28.3,177.0,178.7,3.8
79.7,77.3,31.3,30.2,28.8,28.4,176.8,179.0,3.8
79.9,77.4,32.1,30.6,29.6,28.7,176.8,178.7,3.7
79.8,77.7,32.3,31.1,29.8,29.0,177.1,178.3,3.7
79.8,78.3,32.3,31.4,29.9,29.1,177.4,177.9,3.7
79.9,78.5,32.4,31.4,30.0,29.2,177.4,177.8,3.7
79.9,78.7,32.5,31.6,30.0,29.3,177.5,177.7,3.7
80.0,78.8,32.6,31.8,30.1,29.4,177.5,177.7,3.7
79.9,79.0,32.6,31.9,30.2,29.5,177.5,177.7,3.6
80.0,79.0,32.7,31.9,30.3,29.6,177.5,177.8,3.6
80.0,78.9,32.7,32.0,30.3,29.6,177.5,177.8,3.6
80.1,79.0,32.7,32.1,30.1,29.7,177.3,177.8,3.6
79.8,79.2,32.7,32.0,30.1,29.7,177.2,177.9,3.6
79.6,79.3,32.8,32.0,30.3,29.7,177.2,178.0,3.6
79.6,79.5,32.8,32.0,30.3,29.7,177.3,177.9,3.6
80.0,79.5,32.9,32.2,30.3,29.7,177.2,177.8,3.6
80.3,79.1,32.9,32.2,30.3,29.8,177.2,177.7,3.6
80.3,79.1,32.8,32.1,30.2,29.6,177.2,177.7,3.6
80.5,79.1,32.6,32.1,30.1,29.7,177.2,177.8,3.6
80.6,78.9,32.7,32.2,30.1,29.8,177.2,177.8,3.6
80.8,78.7,32.6,32.3,30.1,29.9,177.2,177.8,3.6
81.0,78.5,32.7,32.4,30.1,29.9,177.2,177.7,3.6
81.0,78.4,32.8,32.5,30.2,30.0,177.3,177.7,3.6
81.1,78.3,32.9,32.6,30.3,30.1,177.3,177.6,3.6
81.0,78.2,32.9,32.7,30.3,30.2,177.3,177.6,3.6
81.1,78.1,33.0,32.8,30.4,30.3,177.3,177.6,3.6
81.3,77.8,33.1,32.9,30.5,30.4,177.4,177.5,3.6
81.5,77.4,33.0,32.9,30.4,30.4,177.4,177.6,3.6
81.6,77.4,33.0,33.0,30.4,30.4,177.5,177.5,3.6
81.7,77.6,33.2,33.1,30.5,30.4,177.4,177.3,3.6
81.8,77.6,33.5,33.3,30.7,30.5,177.3,177.1,3.6
82.2,77.7,33.7,33.4,30.7,30.4,177.1,176.9,3.6
82.6,77.9,33.8,33.7,30.6,30.3,177.0,176.4,3.6
83.1,78.3,34.2,34.0,30.5,30.0,176.8,175.6,3.6
84.0,79.0,34.7,34.5,30.3,29.7,176.2,174.6,3.6
85.2,80.4,35.5,35.6,29.9,29.7,175.0,173.5,3.6
85.7,81.4,36.1,35.9,29.8,29.4,174.3,173.0,3.6
86.3,82.2,36.8,36.3,29.8,29.1,173.7,172.2,3.6
87.1,83.3,37.7,37.0,30.0,29.0,172.9,171.3,3.6
87.6,84.7,38.3,37.7,29.8,29.1,172.2,170.7,3.6
88.0,85.3,38.5,38.3,29.5,29.2,171.9,170.1,3.6
88.4,85.7,39.5,39.4,29.4,29.4,170.7,169.4,3.6
89.8,86.7,40.5,40.5,29.1,29.4,169.4,168.1,3.6
91.5,87.9,42.7,42.2,29.8,29.7,168.1,166.5,3.5
93.1,89.1,44.1,43.2,30.0,29.6,167.2,165.2,3.5
95.1,89.9,45.5,44.4,30.0,29.9,165.6,164.4,3.5
96.9,91.6,47.0,46.5,29.9,30.4,164.0,162.7,3.5
98.5,93.8,49.4,49.7,30.3,31.6,162.0,160.9,3.4
99.5,95.3,50.6,52.0,30.7,32.5,161.5,159.1,3.3
101.2,96.8,53.5,54.0,31.7,33.0,159.4,157.8,3.3
102.9,98.7,56.2,56.6,32.5,33.8,157.4,156.1,3.3
104.2,100.5,58.7,59.7,33.7,35.4,155.8,154.9,3.2
105.6,102.6,61.2,63.1,34.7,37.2,154.1,153.5,3.2
106.9,104.1,64.1,66.4,36.3,38.8,152.4,152.2,3.2
107.9,106.0,66.5,68.5,37.4,39.6,150.9,151.1,3.1
109.1,106.8,68.6,69.9,38.4,40.3,149.5,150.8,3.1
110.4,108.6,71.6,72.7,40.0,41.7,148.3,149.1,3.1
111.7,110.0,74.4,74.8,41.4,42.6,147.0,147.9,3.0
112.8,112.0,76.8,77.1,42.5,43.8,145.6,146.8,3.0
113.8,112.3,79.4,79.2,44.1,45.2,144.5,146.3,3.0
115.3,113.7,82.3,81.8,45.5,46.6,143.0,145.1,2.9
116.5,115.3,84.5,85.3,46.6,48.6,141.8,143.7,2.9
118.3,117.2,87.7,89.8,48.1,51.1,139.8,141.9,2.8
120.3,118.9,90.7,95.1,49.6,53.9,138.0,139.7,2.7
121.0,119.5,93.0,97.3,50.9,55.5,136.9,139.2,2.7
123.1,121.1,97.2,100.4,52.8,57.1,134.8,137.6,2.6
124.9,122.9,100.6,102.7,54.2,57.9,133.1,135.7,2.6
126.6,124.4,103.2,103.4,55.3,57.4,131.4,134.6,2.5
127.8,126.9,105.5,107.0,56.2,58.9,130.4,132.2,2.5
128.8,130.0,107.5,112.6,57.0,62.0,129.2,129.7,2.4
130.8,132.7,113.1,117.1,59.9,64.7,126.9,127.7,2.3
133.6,134.8,118.8,120.8,62.7,66.7,124.2,125.6,2.2
134.8,137.0,121.6,124.3,63.6,68.7,122.9,123.5,2.2
137.1,139.0,125.4,126.2,65.2,69.1,120.8,121.9,2.1
137.6,141.6,127.7,131.2,65.7,72.9,120.0,119.7,2.1
139.3,144.1,132.0,136.7,67.9,76.7,118.4,117.5,2.0
141.4,145.4,137.2,140.6,70.6,79.7,116.4,116.1,1.9
145.1,147.3,144.4,146.4,74.9,82.8,112.9,114.1,1.8
146.5,148.9,147.0,151.5,77.0,85.5,112.0,112.0,1.8
147.7,150.1,148.2,153.5,77.3,86.2,110.9,111.0,1.7
149.1,151.1,149.8,155.7,78.2,86.9,109.6,110.0,1.7
149.7,151.0,149.8,156.0,78.1,86.7,108.9,110.1,1.7
151.4,152.1,152.7,158.0,79.3,87.5,107.3,108.8,1.6
152.2,153.4,153.7,160.6,79.7,88.6,106.1,107.9,1.6
153.4,153.9,155.5,161.2,80.3,88.9,105.0,107.6,1.6
154.3,154.2,156.8,161.5,80.6,89.2,104.0,107.4,1.6
155.6,154.7,158.3,162.9,81.2,90.0,103.2,106.8,1.6
156.0,155.5,158.5,164.9,81.2,91.0,102.9,106.0,1.5
156.4,156.3,159.2,166.7,81.2,92.3,102.6,105.1,1.5
156.4,156.6,159.3,167.0,81.0,92.7,102.7,104.8,1.5
156.7,157.4,158.9,167.6,80.8,92.9,103.0,104.2,1.5
157.1,157.8,159.2,168.2,80.8,92.9,102.6,103.7,1.5
157.3,158.5,159.3,169.6,81.0,93.3,102.9,102.6,1.5
157.8,158.4,159.5,169.4,81.2,93.0,102.7,102.5,1.5
158.9,158.5,159.5,170.2,81.6,92.9,102.4,102.4,1.5
158.9,158.5,159.4,169.9,81.7,92.5,102.4,102.5,1.5
159.0,159.0,159.5,171.3,82.4,92.6,102.5,101.6,1.5
159.0,160.0,159.4,172.8,82.7,92.7,103.1,100.2,1.5
158.5,160.4,159.2,172.9,83.1,92.0,103.5,99.5,1.4
157.4,160.5,158.7,172.2,83.2,91.1,104.0,99.3,1.5
156.9,160.4,158.3,171.5,82.9,90.6,104.4,99.3,1.5
157.2,160.5,158.4,170.4,82.8,89.4,104.2,99.2,1.5
157.7,160.7,160.2,169.6,83.8,88.4,103.6,98.8,1.5
159.2,160.5,163.5,169.8,85.4,88.5,102.0,98.7,1.4
159.2,160.9,164.6,170.0,85.9,88.7,101.7,98.2,1.4
160.1,161.1,166.8,170.7,86.7,89.4,100.8,97.7,1.4
160.5,162.0,168.5,171.9,87.2,90.2,100.0,96.9,1.3
161.1,163.7,170.9,174.7,88.1,91.6,99.0,95.2,1.3
159.7,164.6,171.3,175.3,88.7,91.6,99.1,94.7,1.3
159.3,165.2,172.2,175.5,89.3,91.5,98.9,94.2,1.3
158.9,165.3,172.4,175.5,89.3,91.7,98.9,94.1,1.3
158.3,165.8,172.0,176.1,89.0,92.0,99.1,93.7,1.3
157.1,165.9,171.9,175.5,88.8,91.3,99.2,93.5,1.3
156.5,166.0,171.8,174.2,88.5,90.2,99.3,93.4,1.3
156.3,166.0,171.8,173.0,88.3,89.3,99.3,93.4,1.3
156.2,166.0,171.9,172.2,88.3,88.5,99.1,93.6,1.3
156.2,166.0,171.9,171.5,88.6,87.6,99.0,93.7,1.3
156.6,165.3,172.0,170.1,88.6,86.3,98.9,94.0,1.3
157.2,164.6,172.0,169.2,88.6,85.6,98.8,94.3,1.3
157.5,164.2,172.1,168.5,88.6,85.1,98.7,94.4,1.3
157.6,164.1,172.0,168.4,88.6,85.0,98.8,94.5,1.3
157.6,164.0,171.7,168.5,88.5,85.0,98.8,94.5,1.3
157.7,163.8,171.7,168.5,88.8,84.8,98.8,94.7,1.3
157.8,163.2,171.5,168.3,89.2,84.1,98.6,94.9,1.3
157.9,162.9,171.1,168.2,89.0,84.1,98.7,95.2,1.3
158.2,162.2,171.2,168.2,89.4,83.8,98.3,95.6,1.3
158.5,161.5,171.0,168.2,89.1,84.0,98.0,96.0,1.3
159.1,161.0,171.2,167.9,89.2,83.8,97.4,96.5,1.3
159.3,160.7,170.9,167.8,89.3,83.5,97.2,96.8,1.3
159.3,160.4,170.7,167.9,89.2,83.3,97.2,96.8,1.3
159.2,160.3,170.0,168.2,89.0,83.4,97.4,96.7,1.3
159.3,160.2,169.6,168.7,88.9,83.5,97.5,96.5,1.3
159.2,160.2,169.0,169.2,88.8,83.7,97.8,96.4,1.3
159.0,160.1,168.2,169.4,88.5,83.5,98.1,96.3,1.3
158.9,160.1,167.6,169.4,88.2,83.5,98.4,96.3,1.3
158.8,160.0,167.1,169.5,87.9,83.5,98.7,96.1,1.3
159.0,159.6,167.0,169.5,87.7,83.6,98.9,95.9,1.3
