right_shoulder_x,right_shoulder_y,right_shoulder_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,right_knee_x,right_knee_y,right_knee_z,left_knee_x,left_knee_y,left_knee_z,right_ankel_x,right_ankel_y,right_ankel_z,left_ankel_x,left_ankel_y,left_ankel_z,is_stand,is_back_front,is_knee_narrow,is_knee_wide
-1.47839448,-1.956297502,-0.415589525,0.259346556,-1.938430633,-0.308371743,-0.999507366,0.00675517828,0.0306495088,0,0,0,-1.200137681,1.43360935,-0.216285754,0.147609462,1.47980723,-0.220580038,-1.208682283,2.801542073,2.037929685,0.139177346,2.808025463,1.953113435,1,0,0,0
-1.477901392,-1.956013278,-0.408279387,0.259508827,-1.938062166,-0.313169057,-0.999323889,0.00661343985,0.0361666496,0,0,0,-1.199747588,1.432928785,-0.206775249,0.146998289,1.47990913,-0.220509572,-1.208236254,2.800524321,2.064355389,0.139333264,2.806904346,1.961094701,1,0,0,0
-1.477641868,-1.95588016,-0.400508877,0.259715121,-1.937942053,-0.310023711,-0.999208802,0.00664482351,0.0392124467,0,0,0,-1.199473293,1.433273967,-0.203775303,0.146128384,1.481312504,-0.223829247,-1.207947965,2.799902798,2.068225943,0.139292128,2.806073599,1.959181618,1,0,0,0
-1.477650044,-1.955774393,-0.399943791,0.259728216,-1.937839617,-0.309272162,-0.99924008,0.00670465137,0.038396751,0,0,0,-1.199493608,1.433505873,-0.20450192,0.145687158,1.481297099,-0.220863441,-1.207905566,2.799997439,2.063019239,0.139197629,2.8061181,1.955585299,1,0,0,0
-1.477593889,-1.955837532,-0.38358522,0.259895576,-1.93801405,-0.302988392,-0.99930497,0.00657513448,0.0366925713,0,0,0,-1.199456403,1.433350752,-0.210567707,0.145572468,1.481487373,-0.221917376,-1.207855667,2.800348497,2.027299333,0.139179656,2.806554126,1.933257407,1,0,0,0
-1.477408022,-1.955813715,-0.371571556,0.260111885,-1.938003685,-0.297682044,-0.999353314,0.00654019003,0.0353578751,0,0,0,-1.199391296,1.433123927,-0.215586451,0.145396915,1.481680934,-0.222721019,-1.207765425,2.800683073,1.995205333,0.139325922,2.806972863,1.908025287,1,0,0,0
-1.476912437,-1.955790718,-0.363135465,0.260427449,-1.938044109,-0.297105265,-0.999344206,0.00648552451,0.0356243699,0,0,0,-1.199223683,1.432896141,-0.215426672,0.145274898,1.481840548,-0.222765393,-1.207524924,2.80075045,1.99436785,0.13943665,2.807039057,1.904096533,1,0,0,0
-1.476633428,-1.955743097,-0.356658206,0.260491495,-1.937986567,-0.296249351,-0.999311111,0.00651189235,0.0365362708,0,0,0,-1.199078222,1.433690795,-0.215046654,0.144973624,1.482460402,-0.235492112,-1.207356803,2.800680121,2.016019017,0.139462673,2.806916102,1.912154485,1,0,0,0
-1.476175998,-1.955411892,-0.314093668,0.260516497,-1.937663033,-0.279582556,-0.999290031,0.00651842648,0.0371071981,0,0,0,-1.198796535,1.433807745,-0.215329451,0.144589612,1.482716602,-0.248192368,-1.207069128,2.800366571,2.034105711,0.139482661,2.80640134,1.919392525,1,0,0,0
-1.475753772,-1.954886371,-0.283619092,0.260469407,-1.937127659,-0.272791839,-0.999142945,0.00654634386,0.0408719957,0,0,0,-1.198463232,1.434154693,-0.213332455,0.144074234,1.482489636,-0.262249037,-1.20670402,2.799946653,2.059812996,0.139440708,2.805788371,1.926555081,1,0,0,0
-1.475435843,-1.954646499,-0.281139987,0.260914667,-1.936790275,-0.271982295,-0.999085827,0.00650598222,0.0422514206,0,0,0,-1.198206721,1.434009098,-0.210917727,0.143891409,1.482447448,-0.261155839,-1.206404186,2.799608814,2.060480943,0.139500843,2.805683575,1.926851093,1,0,0,0
-1.474388189,-1.952947418,-0.257257229,0.260600088,-1.934957092,-0.267417644,-0.998640756,0.00652069255,0.0517119123,0,0,0,-1.197693955,1.43366254,-0.204756128,0.14261883,1.481878519,-0.283987068,-1.205796111,2.798396207,2.073758359,0.138992783,2.804545434,1.925267234,1,0,0,0
-1.473014954,-1.951571083,-0.236279218,0.26071117,-1.933429952,-0.264839973,-0.998358952,0.0063743043,0.0569101969,0,0,0,-1.1973046,1.433666291,-0.201732996,0.142086611,1.481546692,-0.295009759,-1.205046907,2.798127844,2.08134431,0.138899155,2.804616831,1.925682495,1,0,0,0
-1.471794091,-1.951483011,-0.225794168,0.26084062,-1.933210892,-0.264334643,-0.998162407,0.00629416117,0.0602676768,0,0,0,-1.197217226,1.432573895,-0.195255708,0.141775161,1.481423114,-0.291925047,-1.204462124,2.797460986,2.083583579,0.13886713,2.804422544,1.924896424,1,0,0,0
-1.471773481,-1.954387664,-0.223694653,0.261386958,-1.936080076,-0.255577003,-0.998172129,0.00593470876,0.0601429965,0,0,0,-1.197368158,1.430700599,-0.19351689,0.142275205,1.479925057,-0.263477929,-1.204470629,2.796586749,2.047172618,0.139520888,2.803069529,1.912242966,1,0,0,0
-1.471606483,-1.956282068,-0.219422848,0.262210555,-1.937795692,-0.240696933,-0.998301337,0.00557651892,0.0579943327,0,0,0,-1.197333206,1.430762414,-0.201391048,0.14287803,1.480999058,-0.261147395,-1.204436694,2.797574915,2.016210641,0.139527746,2.803433812,1.906620476,1,0,0,0
-1.469663718,-1.955612363,-0.222212173,0.263141738,-1.937046765,-0.23505101,-0.998510672,0.00545422116,0.0542834126,0,0,0,-1.196483724,1.429675505,-0.225268639,0.143752266,1.480409778,-0.262238838,-1.202987815,2.797541967,1.922301294,0.140255737,2.802173654,1.846812839,1,0,0,0
-1.469468589,-1.956289703,-0.226441325,0.26380034,-1.937663473,-0.229295258,-0.99880045,0.00531024252,0.0486771259,0,0,0,-1.196419805,1.43003222,-0.24649992,0.144266143,1.480884851,-0.264448669,-1.202636341,2.799077717,1.864675291,0.140772738,2.802761792,1.815828954,1,0,0,0
-1.469304149,-1.956535222,-0.225308094,0.264106353,-1.937821575,-0.216280457,-0.998935917,0.00514096165,0.0458323597,0,0,0,-1.196365545,1.430432345,-0.266323395,0.144447965,1.48125104,-0.269823815,-1.20250737,2.800934378,1.842166796,0.141060336,2.803203324,1.793122993,1,0,0,0
-1.469244679,-1.957081498,-0.215380422,0.26459429,-1.938185811,-0.208333531,-0.998986854,0.00496000013,0.0447287893,0,0,0,-1.196433433,1.430592215,-0.276529528,0.144777332,1.482132478,-0.276963623,-1.20241277,2.802220264,1.841088806,0.142083805,2.803861651,1.783281721,1,0,0,0
-1.469200267,-1.957600219,-0.211317547,0.264890595,-1.938383172,-0.199443735,-0.999081361,0.00481641358,0.0425821227,0,0,0,-1.196692545,1.430725161,-0.285414545,0.144919547,1.48251786,-0.280754321,-1.202449821,2.803461967,1.837795575,0.142599746,2.804344196,1.780905449,1,0,0,0
-1.468878361,-1.958046297,-0.204161458,0.265379524,-1.938626053,-0.199474285,-0.999120642,0.00459520594,0.0416752515,0,0,0,-1.197063604,1.430588725,-0.284981322,0.145289206,1.482770625,-0.280924835,-1.20216105,2.804007182,1.847640169,0.143014695,2.804521271,1.784692776,1,0,0,0
-1.468845399,-1.958112724,-0.209926143,0.265498683,-1.938482403,-0.203139014,-0.999352725,0.00424845051,0.0357222871,0,0,0,-1.197186736,1.430438276,-0.28952701,0.145296278,1.482091802,-0.277558663,-1.202047751,2.805000708,1.849874465,0.143004631,2.804567416,1.786144213,1,0,0,0
-1.467711907,-1.957292395,-0.210680582,0.265765748,-1.937408557,-0.214966119,-0.999355505,0.00395909208,0.0356777332,0,0,0,-1.196457003,1.42921827,-0.287571524,0.145447737,1.48122281,-0.275527077,-1.201074526,2.803824394,1.861178362,0.143192428,2.803017148,1.798922125,1,0,0,0
-1.466823644,-1.95660448,-0.211033241,0.265875908,-1.93662599,-0.2150435,-0.999358617,0.00375780674,0.035612255,0,0,0,-1.195883288,1.428500876,-0.286944075,0.145606055,1.480604393,-0.275400899,-1.200237644,2.802912772,1.872658302,0.143342507,2.801886039,1.804622662,1,0,0,0
-1.46631617,-1.956909133,-0.212358037,0.266274755,-1.936691123,-0.206995968,-0.999494171,0.00369079651,0.0315876437,0,0,0,-1.19558732,1.427946582,-0.291274259,0.146056683,1.480681008,-0.275903265,-1.199729902,2.8032814,1.868866454,0.143736425,2.80215315,1.803886302,1,0,0,0
-1.466097777,-1.958592882,-0.213072705,0.266336757,-1.938323607,-0.206476422,-0.999521837,0.00309975672,0.0307650494,0,0,0,-1.196341206,1.427653567,-0.290952688,0.145190564,1.479831388,-0.275739363,-1.199560301,2.802289998,1.876352142,0.143111711,2.801103296,1.821825211,1,0,0,0
-1.465947251,-1.960467454,-0.213851525,0.266343341,-1.94015939,-0.206441505,-0.999540463,0.00248274791,0.0302109136,0,0,0,-1.197737901,1.426933248,-0.28931783,0.144190079,1.478372529,-0.275516845,-1.199514632,2.800540861,1.895761692,0.141748022,2.799045624,1.853244482,1,0,0,0
-1.465777956,-1.961804272,-0.214680957,0.266341927,-1.941451053,-0.206649224,-0.999544601,0.00192955185,0.0301142301,0,0,0,-1.199048844,1.425957643,-0.284719662,0.143692396,1.477205252,-0.272963524,-1.199494335,2.79947241,1.900451893,0.140848782,2.797674654,1.858313627,1,0,0,0
-1.465609694,-1.962213192,-0.213752827,0.265836487,-1.942011239,-0.202516906,-0.999547209,0.00178502612,0.0300364766,0,0,0,-1.199735854,1.4256194,-0.282945991,0.143533349,1.476879228,-0.272061428,-1.199420939,2.799196694,1.902520107,0.140882837,2.797185123,1.860577611,1,0,0,0
-1.465151297,-1.963071423,-0.217972003,0.265848217,-1.942812743,-0.212542193,-0.999509266,0.00115022975,0.0313034284,0,0,0,-1.199728495,1.424475736,-0.265242996,0.143336603,1.475599015,-0.271310473,-1.19900368,2.79798184,1.950151823,0.141191005,2.795350401,1.885867249,1,0,0,0
-1.464758243,-1.962334193,-0.214000484,0.265625825,-1.942021576,-0.246872803,-0.999007861,0.0010385754,0.0445220678,0,0,0,-1.199122099,1.423346036,-0.239413315,0.143012622,1.472597333,-0.268927089,-1.198338463,2.796126621,1.993895541,0.141167951,2.793321678,1.900611318,1,0,0,0
-1.464011225,-1.961646892,-0.208448752,0.265295839,-1.941094849,-0.252082561,-0.99846492,0.00102954355,0.0553781821,0,0,0,-1.198427212,1.42247427,-0.222415349,0.142402799,1.471555043,-0.267368754,-1.197688877,2.794503939,2.019497605,0.141131795,2.791544532,1.907088679,1,0,0,0
-1.463969601,-1.961488644,-0.215530808,0.264771735,-1.94074596,-0.268790383,-0.99819871,0.00108022812,0.0599847377,0,0,0,-1.198117637,1.422039949,-0.213067732,0.142212244,1.470881908,-0.265580499,-1.19739799,2.793524494,2.040305593,0.140717756,2.790493062,1.921340847,1,0,0,0
-1.464113171,-1.961508132,-0.231277121,0.264449305,-1.940508328,-0.278389174,-0.998156963,0.0011511561,0.0606741533,0,0,0,-1.198051459,1.422045936,-0.212498546,0.14201979,1.470727467,-0.265276085,-1.197397035,2.793454348,2.035753102,0.14029063,2.790321723,1.921267353,1,0,0,0
-1.464474503,-1.96162094,-0.236350374,0.264330084,-1.940412037,-0.284498914,-0.998121248,0.00114511578,0.0612589796,0,0,0,-1.19820779,1.42209976,-0.212362268,0.141763878,1.47037658,-0.264964887,-1.197647969,2.793649452,2.032329944,0.139875165,2.790397274,1.920806554,1,0,0,0
-1.465491466,-1.962428025,-0.239804298,0.263912916,-1.940850246,-0.283703467,-0.998246005,0.00147845785,0.0591838476,0,0,0,-1.198868246,1.422204865,-0.21682435,0.141800306,1.47044251,-0.265885096,-1.198048936,2.794069363,2.029230147,0.139787371,2.790439043,1.936764348,1,0,0,0
-1.466127481,-1.963067547,-0.240299046,0.263916404,-1.940836883,-0.286362672,-0.998304908,0.00126257503,0.0581869182,0,0,0,-1.199335549,1.422456704,-0.218649824,0.141760298,1.471064326,-0.266347733,-1.198039302,2.79400148,2.02819458,0.139744789,2.790097873,1.948008476,1,0,0,0
-1.467081793,-1.963751891,-0.242440022,0.263641502,-1.941243356,-0.286968074,-0.998539702,0.00131815896,0.0540067221,0,0,0,-1.199808374,1.423192926,-0.225967492,0.141794335,1.472173576,-0.26792862,-1.198230164,2.794721545,2.023352166,0.139477847,2.790781634,1.946107414,1,0,0,0
-1.467652266,-1.963917337,-0.240827832,0.262974384,-1.941322054,-0.286167946,-0.998543109,0.00129150586,0.0539443378,0,0,0,-1.200129391,1.423203041,-0.226008667,0.141858688,1.471449403,-0.265404755,-1.197918112,2.794756772,2.02272021,0.139674416,2.790677118,1.945844963,1,0,0,0
