right_shoulder_x,right_shoulder_y,right_shoulder_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,right_knee_x,right_knee_y,right_knee_z,left_knee_x,left_knee_y,left_knee_z,right_ankel_x,right_ankel_y,right_ankel_z,left_ankel_x,left_ankel_y,left_ankel_z,is_stand,is_back_front,is_knee_narrow,is_knee_wide
-1.470411864,-1.99377344,-0.347992236,0.271209055,-1.971902793,-0.264086885,-0.999011836,0.00594626651,0.0440453468,0,0,0,-1.206479388,1.453780958,-0.171571662,0.181068306,1.484444893,-0.199848571,-1.193403876,2.836775753,2.106917869,0.189235964,2.833424903,2.000736472,1,0,0,0
-1.470511671,-1.993566985,-0.347470302,0.270431964,-1.972015196,-0.26431495,-0.998983082,0.00599228078,0.0446866313,0,0,0,-1.206682472,1.453656459,-0.170981541,0.180871293,1.484287704,-0.200031447,-1.192927352,2.83645798,2.105596501,0.189096994,2.833359734,1.999682846,1,0,0,0
-1.470589863,-1.993191423,-0.33163964,0.269601571,-1.972187355,-0.25506075,-0.998939799,0.00622424779,0.0456129019,0,0,0,-1.206953607,1.453759792,-0.173862512,0.180751664,1.484354554,-0.208362401,-1.192703031,2.836454297,2.090932047,0.188999407,2.833341558,1.97902121,1,0,0,0
-1.470697233,-1.992966349,-0.330773033,0.268439831,-1.972322477,-0.244959217,-0.998940046,0.00633559254,0.0455921559,0,0,0,-1.207007867,1.454618714,-0.177307533,0.179577949,1.48454704,-0.213204612,-1.192608877,2.836301241,2.088910225,0.188668066,2.833467382,1.97857347,1,0,0,0
-1.471065596,-1.992269476,-0.329573737,0.266774669,-1.972368605,-0.232039715,-0.998955757,0.00690388799,0.0451633815,0,0,0,-1.207353309,1.455151049,-0.182228678,0.179063253,1.484966227,-0.219787286,-1.192775018,2.836565106,2.076952348,0.188268232,2.833861231,1.963693103,1,0,0,0
-1.471396931,-1.992138753,-0.313525092,0.265107018,-1.972622719,-0.217887884,-0.998929398,0.00718641192,0.0456991689,0,0,0,-1.207565645,1.455305604,-0.184478829,0.178820264,1.484790433,-0.231458014,-1.192893336,2.836440378,2.059831221,0.188301703,2.834243129,1.932303772,1,0,0,0
-1.471641862,-1.991874993,-0.315796803,0.263728294,-1.97271904,-0.207225641,-0.999002184,0.00763335319,0.0440041789,0,0,0,-1.207527657,1.456070117,-0.188184712,0.178832147,1.484649681,-0.233334798,-1.193038308,2.837024397,2.048149654,0.188419348,2.834950624,1.923735437,1,0,0,0
-1.471849505,-1.991702307,-0.31068278,0.263166685,-1.972968471,-0.200122728,-0.999110656,0.0077625356,0.0414444211,0,0,0,-1.207685597,1.456783531,-0.189900882,0.178644099,1.484784502,-0.236668706,-1.193233701,2.836990282,2.056115948,0.188259631,2.835166191,1.928944003,1,0,0,0
-1.471850117,-1.991610196,-0.312455148,0.262868417,-1.9734444,-0.204168781,-0.999113561,0.00773614473,0.0413792845,0,0,0,-1.207750558,1.456920219,-0.188003686,0.178410379,1.484734057,-0.244569997,-1.193219458,2.835028924,2.111137749,0.188140211,2.835057212,1.973885905,1,0,0,0
-1.472171806,-1.991941557,-0.319876803,0.262707021,-1.974192213,-0.207564371,-0.999312638,0.00774283111,0.0362532646,0,0,0,-1.207989594,1.457504772,-0.190851536,0.17814293,1.485021375,-0.251265907,-1.193494773,2.8344408,2.130730435,0.187944325,2.835626612,2.003734074,1,0,0,0
-1.472443063,-1.992588734,-0.327110181,0.262588772,-1.975128053,-0.209863665,-0.999514071,0.00762639864,0.03022351,0,0,0,-1.208185305,1.458336963,-0.194449325,0.178142263,1.485679297,-0.254638497,-1.193704253,2.834603247,2.13831227,0.187980238,2.836106134,2.026999885,1,0,0,0
-1.472155093,-1.99322734,-0.314523137,0.263038811,-1.97578637,-0.216426584,-0.999388656,0.00754621557,0.0341374919,0,0,0,-1.207828939,1.458919832,-0.18704783,0.178741251,1.486128176,-0.253057159,-1.19323403,2.834667606,2.142107983,0.18891015,2.837053989,2.028647066,1,0,0,0
-1.471467648,-1.993819092,-0.287288712,0.263179922,-1.976703985,-0.211481598,-0.999210437,0.00754529664,0.0390073306,0,0,0,-1.207348103,1.45983947,-0.182763205,0.179792022,1.486467141,-0.260336805,-1.192538812,2.835328335,2.144546818,0.190104789,2.838190599,1.986463374,1,0,0,0
-1.471006246,-1.994265334,-0.26628999,0.263238746,-1.977398491,-0.202859572,-0.999112348,0.00754624389,0.0414435827,0,0,0,-1.207116739,1.460584525,-0.181503277,0.180584073,1.486719635,-0.27255803,-1.192142767,2.835817133,2.145736663,0.190911905,2.839090641,1.961935109,1,0,0,0
-1.469837133,-1.994694506,-0.251344507,0.264443768,-1.978272698,-0.200452914,-0.998946324,0.0073465498,0.0453019877,0,0,0,-1.205912224,1.461278578,-0.179608661,0.181564291,1.487281263,-0.276062612,-1.191002959,2.836852746,2.132467332,0.192509905,2.840546036,1.928439528,1,0,0,0
-1.469305101,-1.994855074,-0.253087196,0.264660744,-1.978780174,-0.200366115,-0.99892481,0.00735271385,0.0457729274,0,0,0,-1.205376672,1.462453429,-0.181171851,0.18185741,1.487456844,-0.288627763,-1.190537285,2.837171945,2.131942872,0.193079876,2.840826746,1.92942882,1,0,0,0
-1.467737916,-1.994133661,-0.250509755,0.265105406,-1.978129961,-0.192907385,-0.998914181,0.00734876674,0.0460049437,0,0,0,-1.204299774,1.461899723,-0.181844293,0.182525979,1.486667332,-0.29131562,-1.189297479,2.83588145,2.114693317,0.194249158,2.839881528,1.907682018,1,0,0,0
-1.467528906,-1.994986942,-0.294933513,0.26553096,-1.979100911,-0.227378587,-0.998888533,0.00744792399,0.0465427489,0,0,0,-1.204241868,1.465741589,-0.181457779,0.184076719,1.485947354,-0.291283157,-1.189421762,2.837559899,2.14566722,0.195146077,2.838603656,1.975598848,1,0,0,0
-1.467362727,-1.995807372,-0.313192511,0.266059684,-1.980005847,-0.231438161,-0.998925931,0.00757736463,0.0457117868,0,0,0,-1.204043301,1.468100382,-0.184186661,0.185954355,1.486024013,-0.291467262,-1.189306216,2.839345893,2.148746909,0.196024039,2.838166877,2.001926153,1,0,0,0
-1.467205069,-1.996522403,-0.320929446,0.26646252,-1.980782515,-0.233284949,-0.998967955,0.00754383353,0.0447896871,0,0,0,-1.203725145,1.469255084,-0.186488942,0.188053604,1.485203548,-0.291885583,-1.188997941,2.840362694,2.147988946,0.196951175,2.83747653,2.008164611,1,0,0,0
-1.467716117,-1.996214987,-0.320360803,0.265848913,-1.981390272,-0.231025047,-0.998956768,0.00815562706,0.0449317308,0,0,0,-1.203843401,1.470375186,-0.188438679,0.188826833,1.483460058,-0.291932649,-1.189254117,2.841994744,2.130708236,0.197499544,2.838545259,1.993994553,1,0,0,0
-1.467900738,-1.995895251,-0.280185813,0.265285545,-1.981276876,-0.200568096,-0.998641912,0.00824763726,0.051442281,0,0,0,-1.203676572,1.470259495,-0.182756611,0.188534764,1.483596205,-0.303764,-1.189284645,2.841385902,2.140948253,0.197704214,2.83824952,1.985409584,1,0,0,0
-1.467711507,-1.995518468,-0.250891814,0.264811113,-1.980972949,-0.191016878,-0.998149451,0.00834516364,0.0602331395,0,0,0,-1.203503121,1.469880954,-0.173902898,0.188359361,1.482893939,-0.310415743,-1.189139005,2.840279648,2.152177878,0.197558875,2.837027942,1.983638127,1,0,0,0
-1.467323295,-1.995518251,-0.248854558,0.264555163,-1.981119879,-0.189060547,-0.99785642,0.00789010126,0.0649639211,0,0,0,-1.203254605,1.469142027,-0.168147437,0.188617942,1.484061357,-0.315704316,-1.188912269,2.838840329,2.165719714,0.197512394,2.835645617,1.985781315,1,0,0,0
-1.467443386,-1.995201148,-0.246881965,0.264049273,-1.980851936,-0.188074864,-0.997728021,0.00786663889,0.0669097259,0,0,0,-1.203682871,1.468718782,-0.166527957,0.18851427,1.483795737,-0.317820091,-1.189201593,2.837313852,2.168094366,0.197249644,2.835006871,1.986283394,1,0,0,0
-1.468171956,-1.995613621,-0.247633773,0.263569496,-1.981313162,-0.185963716,-0.997748308,0.00788674449,0.0666041528,0,0,0,-1.204396163,1.468438297,-0.166722572,0.188358145,1.48402273,-0.316807133,-1.189963303,2.836899005,2.166634458,0.196950614,2.835527585,1.986432784,1,0,0,0
-1.468678737,-1.995599051,-0.246591605,0.26286637,-1.981242848,-0.18579895,-0.997739485,0.00782684943,0.0667432434,0,0,0,-1.204977339,1.46772763,-0.165897696,0.188061765,1.484026074,-0.314656291,-1.19057064,2.835894163,2.165457801,0.196381256,2.835541308,1.9826593,1,0,0,0
-1.46945097,-1.996275154,-0.250143081,0.262451048,-1.98194342,-0.190064848,-0.998009766,0.00771976444,0.0625852324,0,0,0,-1.205775403,1.46772106,-0.169512045,0.187342723,1.484228655,-0.308412754,-1.19140086,2.836233939,2.167237297,0.195934064,2.835568091,2.008841226,1,0,0,0
-1.469352407,-1.99613441,-0.247375266,0.262448512,-1.981820761,-0.191916575,-0.997979746,0.00756763352,0.0630805581,0,0,0,-1.205660074,1.466667982,-0.169251514,0.187445977,1.483910879,-0.30368177,-1.190941159,2.836030868,2.156009418,0.195931926,2.835382935,1.998711718,1,0,0,0
-1.469347299,-1.996120363,-0.246011425,0.262535056,-1.981830028,-0.191985999,-0.997980269,0.00744187554,0.0630872491,0,0,0,-1.205518553,1.466008217,-0.169263716,0.187505331,1.483757733,-0.299505276,-1.190639113,2.835987723,2.152186262,0.195919091,2.835361356,1.995741508,1,0,0,0
-1.469000917,-1.995855497,-0.242253702,0.262669705,-1.981385793,-0.191985027,-0.998003184,0.00687722778,0.062788125,0,0,0,-1.204973687,1.465344619,-0.169776401,0.18766186,1.483444143,-0.292701498,-1.190119109,2.835804678,2.138844746,0.195963428,2.835060795,1.983741337,1,0,0,0
-1.469749566,-1.997394974,-0.255315457,0.263044598,-1.982814147,-0.190738971,-0.999019451,0.00644113638,0.0438023669,0,0,0,-1.205543432,1.466347219,-0.192577788,0.188064175,1.485261471,-0.274817718,-1.190633554,2.838277842,2.10439392,0.196331112,2.837189017,1.976961493,1,0,0,0
-1.468110507,-1.996875015,-0.258966428,0.264397192,-1.982080501,-0.19266512,-0.99917671,0.00614584948,0.0401015107,0,0,0,-1.204188253,1.466424203,-0.201088828,0.18920309,1.483932204,-0.272905604,-1.18899457,2.837743895,2.084392113,0.196401071,2.836224219,1.972655863,1,0,0,0
-1.467002295,-1.99628576,-0.268037634,0.26520922,-1.981392825,-0.196166779,-0.999431505,0.00570443723,0.0332283947,0,0,0,-1.2031556,1.46634582,-0.214490736,0.189910402,1.482704123,-0.27551753,-1.187851598,2.837170798,2.069456247,0.196499788,2.835471106,1.968491927,1,0,0,0
-1.466344061,-1.995643368,-0.291573838,0.26586349,-1.980397527,-0.199011281,-0.999604184,0.00501544412,0.0276825133,0,0,0,-1.202489828,1.466740617,-0.219052564,0.19040584,1.481848526,-0.270068544,-1.186850817,2.837403921,2.063574464,0.196542601,2.835650209,1.965390602,1,0,0,0
-1.46586464,-1.99525587,-0.289446418,0.266486142,-1.979842835,-0.196857097,-0.999612399,0.00471296748,0.027437924,0,0,0,-1.20200403,1.467073204,-0.21940496,0.189921815,1.481148692,-0.270540426,-1.186358887,2.837219968,2.063490015,0.196420847,2.835335397,1.960060388,1,0,0,0
-1.46547471,-1.995188626,-0.287531341,0.267013265,-1.979599806,-0.196447909,-0.999663814,0.00451947121,0.0255310421,0,0,0,-1.201477196,1.467482953,-0.220581691,0.18969774,1.480641811,-0.270560161,-1.185856054,2.837184398,2.062318071,0.196227301,2.835238951,1.956779245,1,0,0,0
-1.465176497,-1.995072424,-0.281813607,0.267322575,-1.979425135,-0.195480625,-0.999668884,0.00434506688,0.0253622317,0,0,0,-1.201311876,1.467741183,-0.220605352,0.189311449,1.4805603,-0.270413463,-1.185622725,2.837392696,2.059529593,0.195880761,2.835376531,1.945045268,1,0,0,0
-1.464939587,-1.994593327,-0.28098992,0.26754117,-1.978967365,-0.203609796,-0.999601795,0.00447177108,0.0278613346,0,0,0,-1.201213426,1.4676722,-0.213954363,0.18901527,1.480299644,-0.267909413,-1.185478824,2.837062688,2.060598897,0.195412395,2.835073319,1.939118912,1,0,0,0
-1.463579393,-1.993330329,-0.243304696,0.267969257,-1.977719275,-0.198215827,-0.999079169,0.00460407982,0.0426569592,0,0,0,-1.200451064,1.467075516,-0.201843928,0.188878007,1.479633384,-0.276204792,-1.184900913,2.835723139,2.067864303,0.194784443,2.833725003,1.916290016,1,0,0,0
-1.462413761,-1.992190317,-0.224229181,0.268330673,-1.976612912,-0.194306259,-0.998630414,0.00477535711,0.0521007833,0,0,0,-1.199819542,1.466532706,-0.192332315,0.188788941,1.479123514,-0.274259113,-1.184407855,2.834601804,2.071667369,0.194436234,2.832645789,1.896483369,1,0,0,0
-1.461705412,-1.991810363,-0.223547139,0.268912941,-1.976092148,-0.194104863,-0.998476263,0.00477328601,0.0549760582,0,0,0,-1.199605346,1.466336987,-0.188129303,0.188731696,1.479085423,-0.273831543,-1.184311957,2.833921547,2.073657735,0.194327581,2.832242536,1.89551208,1,0,0,0
-1.461192982,-1.992415964,-0.22337258,0.269708269,-1.976377461,-0.196847583,-0.998382027,0.00467456624,0.0566698883,0,0,0,-1.199503349,1.465964384,-0.186704126,0.189557565,1.479059686,-0.274448867,-1.184195266,2.833708771,2.086342575,0.194314519,2.831897477,1.907785888,1,0,0,0
-1.460700429,-1.993024915,-0.223984032,0.27064766,-1.976322408,-0.195007932,-0.998393642,0.00468912456,0.0564636802,0,0,0,-1.199537714,1.466131511,-0.186834096,0.190259769,1.4803803,-0.271813563,-1.184158616,2.833743439,2.085501618,0.194522106,2.832383747,1.908414292,1,0,0,0
-1.460288376,-1.993256636,-0.224148955,0.27166082,-1.97612585,-0.192369755,-0.998393703,0.00474541423,0.0564579048,0,0,0,-1.199619931,1.466184781,-0.186940143,0.19050538,1.48084784,-0.271756408,-1.184216707,2.833827185,2.084480693,0.194207123,2.832633451,1.9090349,1,0,0,0
-1.45959172,-1.993253495,-0.227427426,0.272314683,-1.975508802,-0.192429526,-0.998346545,0.00469415827,0.0572899727,0,0,0,-1.199579138,1.466106225,-0.1847135,0.190745304,1.482390336,-0.271100033,-1.184143396,2.833593923,2.086536863,0.194199658,2.832611181,1.909920619,1,0,0,0
-1.459609971,-1.993094503,-0.224348058,0.272578816,-1.975311285,-0.17050246,-0.99846637,0.00431432631,0.0551932458,0,0,0,-1.199559555,1.464522484,-0.190379235,0.190938772,1.483623866,-0.267371184,-1.184365302,2.834685227,2.038172209,0.194492832,2.834112567,1.878339306,1,0,0,0
-1.457155425,-1.990139367,-0.218706299,0.272765572,-1.972109445,-0.202820565,-0.997013253,0.00391048101,0.0771315898,0,0,0,-1.19736582,1.462834407,-0.17045108,0.19003058,1.484702018,-0.282941217,-1.182409428,2.831265649,2.10604245,0.195500094,2.830752729,1.921040794,1,0,0,0
-1.455482218,-1.989002188,-0.219907297,0.273779052,-1.970834507,-0.212742189,-0.996372733,0.00279540585,0.0850503582,0,0,0,-1.195831265,1.462643296,-0.162467852,0.190747146,1.486417142,-0.287458058,-1.181133584,2.831089643,2.127722352,0.197452558,2.830603886,1.939683562,1,0,0,0
-1.454063722,-1.98768119,-0.215395052,0.274269197,-1.969317681,-0.20851825,-0.995757693,0.00240799697,0.0919827038,0,0,0,-1.194620002,1.462342861,-0.158136127,0.190695191,1.487295062,-0.293662031,-1.180159744,2.830254552,2.133841831,0.198219338,2.829888104,1.942190162,1,0,0,0
-1.453132168,-1.987842335,-0.218082032,0.275169396,-1.969055141,-0.214160391,-0.995763359,0.00150653624,0.0919405379,0,0,0,-1.194034026,1.462577794,-0.15760602,0.190614896,1.487759173,-0.291738278,-1.179670977,2.830904986,2.129568536,0.19914641,2.830582069,1.942344727,1,0,0,0
-1.451826517,-1.986330991,-0.215474087,0.275631913,-1.967384703,-0.218340567,-0.995332793,0.000875142739,0.0964980029,0,0,0,-1.193090197,1.462916465,-0.154199366,0.189823738,1.488114562,-0.288632161,-1.178859309,2.831507149,2.106327124,0.199753478,2.830610527,1.91643327,1,0,0,0
-1.451162239,-1.984935168,-0.215626388,0.275777811,-1.965444842,-0.217661124,-0.995290777,0.00103716013,0.0969288091,0,0,0,-1.192982397,1.462150307,-0.154037103,0.189399556,1.488511358,-0.277001067,-1.178778826,2.833327554,2.054816526,0.199952813,2.832105669,1.876924078,1,0,0,0
-1.450605165,-1.984185232,-0.208754009,0.275967527,-1.963966859,-0.215926156,-0.995053509,0.00126945799,0.0993322883,0,0,0,-1.192647498,1.462007585,-0.150837865,0.188686002,1.488409734,-0.268640912,-1.178479451,2.833992867,2.056814865,0.199986571,2.83199818,1.876905702,1,0,0,0
-1.450350533,-1.984157545,-0.20483958,0.276266243,-1.963170153,-0.214135937,-0.995050741,0.00130628574,0.0993595272,0,0,0,-1.192746566,1.461425737,-0.1508465,0.187940711,1.488415969,-0.261027948,-1.178427122,2.834578096,2.049450429,0.199961731,2.832509759,1.871839745,1,0,0,0
-1.450073868,-1.984374879,-0.204248389,0.276576531,-1.962545122,-0.213522442,-0.995094883,0.00117390019,0.0989181295,0,0,0,-1.192603437,1.461130805,-0.151064167,0.188142512,1.488687698,-0.254555543,-1.178353405,2.835208289,2.049064002,0.200214722,2.833634907,1.868485721,1,0,0,0
-1.449986083,-1.98415022,-0.207126284,0.276659069,-1.961956999,-0.215591402,-0.995137805,0.00101133512,0.0984871908,0,0,0,-1.192608658,1.461530829,-0.151131196,0.188055557,1.489003183,-0.253826279,-1.178296241,2.835783683,2.050672051,0.199803122,2.83443544,1.869261205,1,0,0,0
-1.449387969,-1.983170371,-0.216059718,0.276656932,-1.960880423,-0.225477534,-0.995143332,0.000784632649,0.0984333957,0,0,0,-1.192166492,1.461402542,-0.147999354,0.18799283,1.488931553,-0.253776934,-1.177634531,2.834729915,2.081759867,0.19970772,2.833911542,1.884423068,1,0,0,0
-1.448926572,-1.982629203,-0.21607487,0.276730222,-1.960202359,-0.225337102,-0.995166953,0.000546502504,0.0981959072,0,0,0,-1.191825972,1.461505943,-0.148284677,0.188019556,1.489042064,-0.261457445,-1.177169461,2.834345996,2.094993847,0.199642701,2.833647994,1.892426039,1,0,0,0
-1.448891773,-1.982757381,-0.221284306,0.276811025,-1.960244575,-0.225693257,-0.995210057,0.000506064276,0.0977583052,0,0,0,-1.191833817,1.46185898,-0.148629214,0.187764568,1.489411573,-0.261829505,-1.176863823,2.834423686,2.098166667,0.199687443,2.833878977,1.90585166,1,0,0,0
-1.448400656,-1.982504086,-0.220553231,0.276866897,-1.959906675,-0.225670892,-0.995239235,0.000501101568,0.0974608289,0,0,0,-1.191553288,1.461785649,-0.148723472,0.187696578,1.489412476,-0.267500989,-1.176320598,2.831743976,2.111819437,0.199661681,2.833455817,1.912328726,1,0,0,0
-1.448004193,-1.982925232,-0.219089785,0.277491479,-1.960254155,-0.225632501,-0.995339082,0.000490788986,0.0964358372,0,0,0,-1.19133505,1.462346275,-0.151894715,0.188215122,1.489978308,-0.270821858,-1.176004336,2.832217475,2.108341747,0.199740688,2.834039529,1.911092426,1,0,0,0
-1.447320735,-1.982498677,-0.209055144,0.277667656,-1.95974109,-0.225010505,-0.99526606,0.00044287754,0.0971867964,0,0,0,-1.191113011,1.462314164,-0.151578883,0.188310671,1.48996518,-0.277080763,-1.175672717,2.831541234,2.101024105,0.199510198,2.833775251,1.892414215,1,0,0,0
-1.44688976,-1.98235502,-0.193890188,0.27784878,-1.959692133,-0.213384858,-0.995266724,0.000534882532,0.0971795388,0,0,0,-1.191070841,1.462637511,-0.15655541,0.188397037,1.490342218,-0.279683533,-1.175516003,2.831660765,2.075603266,0.199427762,2.833893532,1.87442272,1,0,0,0
-1.446895646,-1.98276496,-0.19513409,0.278183669,-1.960104889,-0.211623584,-0.995478036,0.000520265342,0.0949905756,0,0,0,-1.191306401,1.462962213,-0.161925513,0.188602322,1.49070254,-0.280796711,-1.175620524,2.83226194,2.0708085,0.199446909,2.834336866,1.874823533,1,0,0,0
-1.447310258,-1.984275996,-0.192434317,0.278421223,-1.961562695,-0.196387666,-0.995918893,0.00064140193,0.0902504639,0,0,0,-1.191782481,1.462967831,-0.164727921,0.188955781,1.490961189,-0.275836535,-1.176010438,2.832708352,2.06274325,0.199388229,2.834895256,1.873841482,1,0,0,0
-1.44902783,-1.986994908,-0.197569109,0.278790141,-1.96421623,-0.176511246,-0.997134428,0.000632971489,0.0756474169,0,0,0,-1.193276315,1.46457742,-0.187924091,0.189363561,1.492964655,-0.282894472,-1.177340489,2.835883111,2.04076856,0.19920596,2.838107115,1.870004221,1,0,0,0
-1.450254475,-1.988543175,-0.199868327,0.278560225,-1.965720677,-0.162877952,-0.997673208,0.00083756797,0.0681723449,0,0,0,-1.194537348,1.465395884,-0.196827993,0.189487762,1.494075515,-0.284524957,-1.178260426,2.837039501,2.027135487,0.198865817,2.839824014,1.867924701,1,0,0,0
-1.450921322,-1.989328631,-0.193244008,0.278372085,-1.966465613,-0.158590545,-0.997673757,0.00100335214,0.0681620736,0,0,0,-1.19543471,1.46584211,-0.196811203,0.189353649,1.495381633,-0.284147881,-1.178772051,2.837401723,2.024955279,0.198618201,2.840791343,1.864991819,1,0,0,0
-1.451477154,-1.989983357,-0.184714537,0.278204247,-1.967094431,-0.155523761,-0.997661915,0.0011938142,0.0683321207,0,0,0,-1.196055682,1.466190298,-0.196666717,0.189245397,1.496139035,-0.284106223,-1.179231825,2.837680362,2.024928691,0.198454996,2.841627333,1.863736851,1,0,0,0
-1.451264869,-1.989689011,-0.186507629,0.278027351,-1.966720397,-0.160519863,-0.997605982,0.00127921316,0.0691423842,0,0,0,-1.196267662,1.466129646,-0.195237729,0.189242943,1.496046252,-0.283357514,-1.179063199,2.837516298,2.026074987,0.198398024,2.841511455,1.864164381,1,0,0,0
-1.450515575,-1.989189813,-0.199354934,0.278222921,-1.966178439,-0.178702621,-0.997618607,0.00120560519,0.068961299,0,0,0,-1.195994482,1.465435246,-0.191014653,0.189318151,1.49563135,-0.274049806,-1.178449236,2.835416087,2.027390135,0.198747705,2.840587272,1.865256536,1,0,0,0
-1.449748286,-1.988501056,-0.210158435,0.27836957,-1.965421484,-0.190827099,-0.99762791,0.00124010006,0.0688259806,0,0,0,-1.195770015,1.46461719,-0.187825989,0.189288332,1.494854235,-0.270985915,-1.177834368,2.833289861,2.033786344,0.198751703,2.839182335,1.86855208,1,0,0,0
-1.449492408,-1.989261107,-0.224340693,0.27913321,-1.965771291,-0.197650081,-0.997932796,0.000807884189,0.0642610505,0,0,0,-1.19630925,1.464068754,-0.191057893,0.189450687,1.494426508,-0.273245968,-1.178058691,2.831430573,2.034815024,0.198507105,2.838756865,1.876814796,1,0,0,0
-1.450593997,-1.992122011,-0.238541449,0.279437386,-1.968312066,-0.194582275,-0.999181674,0.00032923639,0.0404459297,0,0,0,-1.197819527,1.464604697,-0.221488504,0.190093707,1.494982447,-0.285277651,-1.179435829,2.833044676,2.026250949,0.198682777,2.840586343,1.909613111,1,0,0,0
-1.45077305,-1.993609357,-0.248518405,0.279606327,-1.969613965,-0.191682499,-0.999703259,-0.000121274351,0.0243593861,0,0,0,-1.19878157,1.464504754,-0.240220962,0.190355792,1.494602339,-0.293325296,-1.180231519,2.833168297,2.026395947,0.198820372,2.840827049,1.936291259,1,0,0,0
-1.450072498,-1.993722573,-0.252347338,0.280329236,-1.969330595,-0.202482256,-0.999698994,-0.000391492909,0.0245309455,0,0,0,-1.198219139,1.464208716,-0.238110977,0.190988215,1.494300117,-0.293277102,-1.180316956,2.832618009,2.063410661,0.199222493,2.840441096,1.939005787,1,0,0,0
-1.451278884,-1.995542349,-0.253552011,0.280766594,-1.97117992,-0.196813493,-0.999767365,-0.000604971629,0.0215603601,0,0,0,-1.199353481,1.464938183,-0.240034484,0.191188284,1.495205862,-0.275589543,-1.18150189,2.834946337,2.063015287,0.19928209,2.842493696,1.951715293,1,0,0,0
-1.452412968,-1.99643904,-0.281042942,0.280422437,-1.972168431,-0.201391379,-0.999833483,-0.000671778269,0.0182361023,0,0,0,-1.199881964,1.46528954,-0.241437183,0.190794889,1.495636661,-0.255199162,-1.182562102,2.835881147,2.063278035,0.198726803,2.843396435,1.976052557,1,0,0,0
-1.45277342,-1.996899477,-0.291493959,0.28048584,-1.972740995,-0.203532936,-0.999891813,-0.000742844728,0.0146905154,0,0,0,-1.200230254,1.465392841,-0.243695406,0.191071377,1.495409316,-0.252652426,-1.182889916,2.836549818,2.061417649,0.198556539,2.843956689,1.974266242,1,0,0,0
-1.452967574,-1.996842552,-0.304004103,0.280496699,-1.972930712,-0.206546158,-0.999934898,-0.000708412186,0.0113884748,0,0,0,-1.200300869,1.465616647,-0.245605241,0.191405081,1.49529289,-0.247698995,-1.183159945,2.837176624,2.053900869,0.198161816,2.844415499,1.971131321,1,0,0,0
-1.453200027,-1.996906515,-0.304690619,0.280421633,-1.973097539,-0.207499039,-0.999953593,-0.000725118331,0.00960658198,0,0,0,-1.200471009,1.465610896,-0.249940427,0.191610669,1.49434741,-0.249392658,-1.183610774,2.837424407,2.052913131,0.197649622,2.844604681,1.97155174,1,0,0,0
-1.45316374,-1.996689809,-0.304628254,0.280329471,-1.973097541,-0.208316368,-0.999965302,-0.000751006379,0.008296388,0,0,0,-1.20059345,1.465367594,-0.250470763,0.191752029,1.493474223,-0.249498767,-1.184026299,2.837388424,2.056597365,0.197483232,2.844162279,1.976558151,1,0,0,0
-1.453216075,-1.996362259,-0.297645643,0.280225355,-1.973003877,-0.191424283,-0.999973825,-0.000801549357,0.00719068742,0,0,0,-1.200765947,1.465195847,-0.259195648,0.191673265,1.493361675,-0.258878477,-1.184413415,2.837505688,2.051088716,0.197161411,2.844151149,1.973542361,1,0,0,0
-1.453068511,-1.995984763,-0.298715206,0.280127093,-1.97286495,-0.188459372,-0.999989344,-0.000844655111,0.0045386155,0,0,0,-1.200896727,1.465218905,-0.270738047,0.191278624,1.492143058,-0.264602988,-1.184801115,2.837576921,2.049501413,0.195705973,2.842761377,1.978365577,1,0,0,0
-1.452945738,-1.993852608,-0.288309534,0.279755558,-1.970988004,-0.187317873,-0.999977497,-0.000304487459,0.00670177225,0,0,0,-1.200780812,1.465862417,-0.269387992,0.190646748,1.491864043,-0.266976323,-1.184847612,2.838412987,2.048159672,0.194911422,2.842572261,1.96862804,1,0,0,0
-1.452954702,-1.992621355,-0.279558743,0.279292808,-1.96996938,-0.18983857,-0.999897328,0.000495475366,0.0143209241,0,0,0,-1.200772839,1.465839835,-0.259494841,0.190203379,1.491456651,-0.263982275,-1.185084327,2.83881563,2.052200748,0.194559125,2.842393653,1.963595085,1,0,0,0
-1.45329818,-1.991955949,-0.271985593,0.27844996,-1.969483881,-0.217117548,-0.999603485,0.000799097236,0.0281466401,0,0,0,-1.201090278,1.465481487,-0.228573323,0.189439647,1.491090181,-0.255044092,-1.185831032,2.83824613,2.060865171,0.193724089,2.841331619,1.955829785,1,0,0,0
-1.454465577,-1.992909215,-0.268879368,0.278145838,-1.9704745,-0.223381898,-0.9993887,0.0011693223,0.0349407789,0,0,0,-1.202138215,1.466154485,-0.213557791,0.189093038,1.491772937,-0.249442525,-1.187538637,2.840336254,2.068058012,0.193277202,2.842486279,1.956756344,1,0,0,0
-1.455251829,-1.993188268,-0.271001659,0.277614007,-1.970766184,-0.2324737,-0.999195762,0.0017157179,0.0400610334,0,0,0,-1.202699756,1.466348202,-0.199389682,0.188624165,1.491712222,-0.242192852,-1.188388339,2.840797301,2.075609509,0.193316342,2.842342249,1.959445296,1,0,0,0
