right_shoulder_x,right_shoulder_y,right_shoulder_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,right_knee_x,right_knee_y,right_knee_z,left_knee_x,left_knee_y,left_knee_z,right_ankel_x,right_ankel_y,right_ankel_z,left_ankel_x,left_ankel_y,left_ankel_z
-1.340115510437133,-1.465713692372893,-0.31297482550960615,0.2508947135117153,-1.4911799023185957,-0.5219581136938214,-0.9933735574654956,-0.008735426817368707,0.11459785184140345,0.0,0.0,0.0,-2.4252737581619486,0.22568960952261846,-1.8348620452015136,1.3771620128247106,0.2579818751910088,-2.71378213113475,-1.2842193744100094,0.8611182548203792,0.7703155415598031,0.333917217647555,0.859757584649,0.9027868782999682
-1.3394921394650043,-1.5071196714954167,-0.6618876819943917,0.26437903873034924,-1.5348529004821985,-0.7038533698488914,-0.993776286584709,-0.03503689887012305,0.10574075817522417,0.0,0.0,0.0,-2.420802677619137,0.18100185824129855,-2.092901675553859,1.3782296974845423,0.21018470762817903,-2.952335726807076,-1.2828557887346066,0.8117426460526813,0.6168449226272336,0.32990328349923925,0.8146942177716767,0.8105574957309266
-1.332567772428399,-1.5226592623197968,-0.5884948615388527,0.263133489827747,-1.5535075206180176,-0.678325474230889,-0.993421590006544,-0.0450115389144441,0.10529722633300295,0.0,0.0,0.0,-2.416384988165094,0.16575420604097243,-2.0497007459123635,1.3777128256195963,0.18912243465689865,-2.9565921638463695,-1.2805992244762803,0.7916971303890038,0.5663752000266263,0.32700445869760075,0.7966899183027508,0.7008597096856244
-1.321679421675448,-1.5256106800031048,-0.6454978846780117,0.25883907408605444,-1.553318462009087,-0.7110765859627534,-0.9932632962709582,-0.04699846446708535,0.10592057693709406,0.0,0.0,0.0,-2.407307350120298,0.15894154776927338,-2.043671322369989,1.3742931263272289,0.17375011266538226,-2.9704508125538056,-1.2744376667522999,0.7793498948369009,0.49992855366973277,0.32501086284270625,0.7861148699852137,0.673284625556539
-1.3156806221177808,-1.5239195341486442,-0.7137020743971308,0.2521240691471606,-1.5494925838968052,-0.7274099749249533,-0.9934761704327596,-0.045613571288437016,0.10452033723908973,0.0,0.0,0.0,-2.4058312447694705,0.15642174972149425,-2.054511821649386,1.376950900948841,0.16699846902649582,-2.931479653309361,-1.268551015214677,0.7730392492034299,0.3426244913700019,0.3261354585695711,0.7816348372100406,0.6911265843627139
-1.315495478655326,-1.5301484545832542,-0.7117288902226558,0.24981096286998097,-1.5545798237161352,-0.7237944005386209,-0.9934476991559312,-0.04427812054356143,0.10536183883606207,0.0,0.0,0.0,-2.4085363923775702,0.14895417642272385,-2.0291701628314986,1.376614997595166,0.1575587406738665,-2.8912997866138785,-1.2674575979785814,0.7646710050926606,0.34596513456276856,0.3252831639734317,0.7733182665984919,0.7075788921923718
-1.3121757222858932,-1.5278781179721692,-1.0353407955665972,0.255881062153735,-1.5461524872517087,-0.9925482565482178,-0.9938385710569351,-0.0428139478539444,0.10223434133728748,0.0,0.0,0.0,-2.3995424482965477,0.1458970921762828,-2.0923376921001093,1.3790614457110306,0.1537282048724629,-2.886148991354121,-1.2564747192149823,0.7565558031730251,0.3637823912453696,0.33032264181779014,0.7678931778330181,0.7096207209599145
-1.3117399005167318,-1.5328371888630692,-1.073208442296984,0.262453640554386,-1.5466220185888777,-1.0252546994325233,-0.9940910501404254,-0.04382007713317159,0.09931155456818308,0.0,0.0,0.0,-2.4041334953253877,0.14150941857924762,-2.081526259641685,1.3866393206477663,0.1445259313048976,-2.88030476447707,-1.2519185195110063,0.7518430412799357,0.34923945804797923,0.33484355843642144,0.7640709096994931,0.6140632727754971
-1.3145431213501646,-1.5406756441708718,-1.070944360660037,0.2689594683114622,-1.5502825204130728,-1.0012001751313426,-0.9947786216262752,-0.04330214266678347,0.09241438413901501,0.0,0.0,0.0,-2.4056921036061296,0.13496453127470964,-2.088234115175252,1.3967554327840745,0.1380610462062712,-2.8760145002708013,-1.2522741580648618,0.7476616901770422,0.27634708274215086,0.33882411979092614,0.7603720146429352,0.5296381608333915
-1.319032138830185,-1.5474004350933346,-0.9918095446395763,0.2711545835182033,-1.554299219965195,-0.9728490257944198,-0.9965755804807251,-0.04190286071147676,0.07128297590379094,0.0,0.0,0.0,-2.4057657872000324,0.12596365787458724,-2.1293356166955286,1.4012713857024466,0.12997549765387614,-2.8595069990950326,-1.2511731870327145,0.7411140249259865,0.1603679238449674,0.3368344520836008,0.753843798527335,0.45793667085413137
