back_angle_R,back_angle_L,knee_angle_R,knee_angle_L,ankle_knee_knee_R,ankle_knee_knee_L,hip_hip_knee_R,hip_hip_knee_L,label
154.4116188,149.962527,124.0627154,123.119013,85.47779793,93.38329244,99.64133092,104.10037,0
153.7286037,149.0798307,123.0943442,122.0950288,85.65285912,93.16050109,99.66644066,104.1462053,0
153.4215108,147.9784513,122.7138355,121.5017959,86.17608119,92.46863044,99.76685725,104.3181809,0
151.402619,147.1901217,121.5159283,121.341801,85.56168067,92.4903062,100.713731,104.8045843,0
148.433034,146.3411265,121.6830122,120.7118701,85.37823997,92.1744737,101.2677995,105.0900079,0
142.1061928,143.1091309,114.9321378,116.6016761,82.75748729,94.16089808,102.4828224,105.9432478,0
140.5502281,144.4104788,113.995127,116.8122742,80.75442918,95.59847347,103.857911,106.9102929,0
140.4509048,144.3588965,113.4901379,116.9680149,80.65629569,95.03317203,105.1362988,107.0999951,0
134.4475056,141.880613,105.0646622,111.7518653,78.87529872,96.62062399,106.541052,106.7851902,0
126.7609858,136.7346991,96.17797938,103.9523001,77.45597948,97.885899,107.3999548,106.4484714,0
126.2737034,129.6879195,96.50634555,95.39834207,83.81514619,91.14663694,107.911521,105.2304228,0
120.5519192,126.9661117,90.20831063,90.65618667,81.63568524,93.1463934,108.916467,104.0435341,0
117.2956147,123.773748,85.55564631,84.95957282,81.63575516,93.16045845,109.9997168,102.552241,0
109.921014,118.1650094,77.93806949,78.06992669,81.85892833,93.28155798,110.0639713,101.1621226,0
108.0524388,116.2006673,75.88231818,75.73748279,81.95382789,92.93093439,110.07581,100.3242603,0
104.3533461,116.0888568,70.25969757,73.83149933,78.79614553,95.9871177,109.9906854,99.8162776,0
101.4763764,114.4250257,66.01255124,69.66568323,78.22333247,96.61537543,110.1144715,98.53620335,0
90.37324536,108.5689296,57.11385232,64.42586285,72.8413703,102.1551616,111.4240962,95.73103783,0
88.84261869,109.7465103,53.18813615,63.24846661,68.88481197,106.0307738,112.3151725,94.67339544,0
89.85376604,112.4911569,51.03266367,63.58667514,66.07139735,108.7704924,112.367705,94.78247527,0
92.92542803,114.6747317,50.51725303,62.46323727,66.69327361,108.152231,112.4795948,94.64005248,0
93.37000715,113.633552,48.72047769,59.82567759,66.82839627,107.9869823,112.4553502,93.95072713,0
91.17597131,113.5126479,41.15805457,55.13337615,59.51855608,115.3758846,111.6042425,92.58088656,0
89.88581654,111.4502297,35.97111277,50.56922247,53.31113762,121.5863867,110.8281346,91.07300945,0
95.42495613,112.2622037,36.00645309,46.80910437,58.3544649,116.1442273,110.8599472,89.58215918,0
90.52362449,97.38689712,33.05003273,36.57939013,70.07123132,104.4499453,110.2388549,85.21332171,0
89.24318434,93.58783834,33.28807658,36.08413593,72.45012605,101.8848628,110.1136868,85.29864163,0
90.89364138,96.45789997,30.9098272,34.06741744,70.29307335,104.2190553,109.7389139,85.11233683,0
90.70647034,97.25373373,29.95637665,34.1221237,66.62154634,107.7456517,109.3330959,85.53974835,0
91.47876273,97.81231783,28.62366341,32.78914129,65.56962407,108.6600139,108.9993538,85.32135764,0
98.56076839,105.4009676,28.72404909,33.14414138,64.86835893,109.012709,109.2389022,85.6818441,0
99.902161,106.2941973,28.54081691,32.72517378,65.3072276,108.4715411,109.2944178,85.74880264,0
99.57908258,105.8704079,27.83806447,31.66307942,66.12450983,107.6143205,109.3166622,85.52449875,0
100.4378695,106.3130761,28.91629262,32.88993652,66.69351972,106.8457544,109.5531951,86.05137557,0
103.4927747,108.0810371,30.75029828,32.7935101,74.43873107,99.05888449,110.0668804,86.06692464,0
101.7391975,104.5463179,29.68385394,29.54820775,84.35590091,89.33489094,109.6941561,85.16688887,0
103.0093863,105.2202224,28.83948787,29.70179494,80.35055525,93.28444772,108.7914331,86.08083187,0
100.3133502,103.5816432,27.98650979,27.5636632,87.71236033,85.99877646,106.8017985,87.05966838,0
99.15404081,103.9745309,27.32340698,27.64608325,85.23743882,88.24438935,104.191524,89.48542138,0
96.89785132,100.6825036,26.78983202,27.17453093,85.86803411,87.63357051,101.2604815,92.52717336,0
94.32332728,96.62148681,27.08252898,27.04034962,90.12921827,83.06023296,99.29164312,94.53140964,0
93.18263283,96.58873882,25.90775647,26.66916367,84.51121323,88.76463013,98.60859277,95.25140098,0
87.26850501,90.50799575,25.45906449,25.32536692,90.83022174,82.33681354,97.73483924,95.28549596,0
73.44804467,76.17472356,23.3781795,23.01439338,92.15693424,81.50953437,95.43272707,96.49411505,0
62.90220141,65.3264486,21.77442207,21.46359914,93.21063019,80.91987957,93.65599277,97.47943811,0
57.14428308,59.21487117,21.33648922,21.00467351,93.66056478,80.58990946,92.55979423,98.48752185,0
51.435262,52.87261197,20.24538948,19.20805788,100.2069464,74.29068865,90.71918235,99.6924623,0
45.10922662,46.11077166,19.2892852,18.62130052,96.90389346,77.65722882,89.47080716,100.4913457,0
48.75517137,51.26548413,19.09623169,18.6622133,94.9662395,79.414813,89.10421312,100.8332247,0
54.63821213,55.93115833,19.13363592,18.66754213,94.73078937,79.32795678,88.92620731,100.924436,1
44.70680111,46.56425157,17.8407494,16.91761431,100.6696119,73.74912656,88.41521406,100.7742733,1
41.4769196,42.93454585,17.24299097,16.12115513,103.1452691,71.42970229,88.54014152,100.5058672,1
39.09154646,39.46669203,16.65718419,15.07556989,106.8117793,67.89725456,87.99803097,100.7936596,1
38.34759567,39.26235685,16.10978766,15.01649394,101.8648304,72.78839675,87.96548029,100.7043412,1
37.41285116,38.07076901,15.95137498,14.50759193,107.6159735,66.98734289,88.12102932,100.4558125,1
36.20062902,36.73851437,15.18143773,14.12613704,107.8236611,66.80802242,88.09858856,100.2483308,1
36.19269032,37.03393542,14.68869811,13.94460289,103.7343079,70.74444073,88.04407659,100.1794969,1
37.51228115,38.10581242,14.78811995,14.07106133,103.7777368,70.40173652,88.06880448,100.0937308,1
46.80201368,49.1188073,15.39373799,13.84150663,107.5583737,66.36729927,88.25865635,100.0944577,1
44.51669241,47.05089184,14.70767356,13.98550781,98.78405627,75.05538438,88.28198809,99.96422556,1
50.98374025,54.56332802,15.09461458,14.31967745,94.04488451,79.30283109,88.29903352,100.0380293,1
67.5155046,69.42042835,15.54525891,14.70889251,92.39238368,80.48876251,88.27575837,100.2885365,1
68.11527154,70.5186673,15.18487946,14.70949602,91.1049277,81.76038703,88.29526905,100.3509515,1
71.16974559,72.94696888,14.79899606,14.73700882,85.60536687,87.15840139,88.24061064,100.3931448,1
68.43370192,68.40410007,14.65561894,14.76652006,84.29534278,88.44166184,88.10038772,100.7223242,1
61.16008601,63.36577037,13.7358474,13.55438057,83.62858594,89.59212082,87.80075085,100.4756085,1
65.47917573,66.51413917,13.83029948,13.71735313,87.44767451,85.63527849,87.90955814,100.5747598,1
81.42376357,83.14764387,14.79320852,14.84834142,85.28228999,87.20663562,88.21907131,101.0274774,1
87.7799062,89.16571128,15.27772438,15.39250718,83.64970251,88.4654765,88.40146819,101.3041182,1
96.8289978,96.39087267,17.75120155,16.99968434,90.0830924,81.04709658,88.78948983,102.7717039,1
98.86613174,98.06720029,17.84268859,16.87679218,90.38052069,80.68443588,88.81209162,103.0883673,1
103.6851395,102.6630523,19.22216979,17.78573101,87.7711995,82.60272286,89.06367015,103.7521429,1
102.4037541,102.2931011,19.91898973,19.51471724,83.31595416,86.40787971,89.12987335,104.3465104,1
100.908976,100.6261541,18.7141535,17.68520121,83.03234701,87.31103577,88.55350708,103.8771036,1
100.68216,100.8724152,19.07399726,18.11522336,81.90304754,88.15121473,88.64398616,103.9429543,1
100.4860407,100.3088454,21.56386499,20.2078357,84.26068814,84.30175085,89.28305948,104.4790321,1
98.12080013,98.05307096,21.2689079,20.39789999,84.34224449,84.05174461,89.36689432,103.8296861,1
96.67247013,95.80692471,20.73269687,19.79603741,81.05779706,87.47121931,89.07761483,104.0186269,1
97.32647117,95.21408637,21.60875991,19.79047132,81.48226444,86.71261439,88.37434419,104.2121721,1
95.72037122,94.06984786,24.3034831,20.98000537,80.65177577,86.46713687,88.1072017,104.5276211,2
95.10288999,93.77847143,22.49162134,20.44825049,79.64120473,88.09572817,88.01190604,104.4625849,2
95.55837241,94.54076808,21.25709345,19.91176646,81.15296492,86.8522345,88.09790602,104.4278773,2
95.14775132,94.05965742,20.72798998,19.18292857,84.92395318,83.32734124,88.12033006,104.1998454,2
94.01892858,91.58665473,21.50654199,18.88373301,88.15530551,79.54370528,88.43883467,104.263599,2
93.73107047,91.50025012,20.42229229,18.5577104,87.87541199,80.11733162,88.5362271,104.2799539,2
91.50043955,89.1829242,19.03104521,17.80659479,89.40110658,78.92107185,88.51796415,104.3850864,2
91.34110477,89.72400621,20.1321184,17.98005813,93.32484958,74.53045271,88.88713033,104.4124409,2
90.47523932,89.44752419,21.14074447,19.21299094,92.87099127,74.22778711,89.25300616,104.8526424,2
90.45556756,89.26366835,20.58813568,19.63162103,90.23273826,76.8441793,90.11862846,104.3307441,2
90.97231995,91.72957393,20.82486162,19.53677014,90.44553606,76.34658202,90.8801804,103.7252365,2
90.78258362,92.03707664,21.61372142,20.14832336,89.24100531,76.92326046,91.31565158,103.7402079,2
89.89984624,91.52977037,21.77074254,19.95152979,89.82241097,75.88725845,91.50019568,103.9582783,2
88.14058473,89.21119003,22.81902735,21.19112513,85.54911935,79.13177766,91.79606559,104.4282409,2
86.56057943,86.99846158,22.63665153,20.83231927,83.26919475,81.17931298,91.6519476,104.774346,2
85.35059582,85.90465832,22.25199796,20.2828179,82.48717945,82.03765779,91.48744757,104.8681065,2
85.39485636,86.46426185,21.93132302,19.31234142,83.06957497,81.63633716,91.36502342,104.7028423,2
85.41175638,86.40991198,23.36188163,19.23023966,82.65863664,81.47497502,91.45635499,104.5721948,2
85.16210935,85.99417925,22.58393099,18.55341697,82.6908994,81.71304257,91.44712643,104.5393522,2
86.41687074,86.96358801,22.77544595,18.20960756,82.10926557,82.15056506,91.69651579,104.1029345,2
86.87948549,87.30121507,21.51674692,17.3179014,80.38149143,84.78717972,91.36909298,104.0660356,2
88.06075171,88.18849007,18.10966372,15.37629931,74.49359002,92.92196791,90.39705478,103.0637008,2
90.29123601,92.21991959,19.44369956,15.20199371,77.48679993,89.3872759,91.07337928,102.6115015,2
89.88392929,91.49771414,21.60005508,17.01485419,79.80292648,85.52674817,91.65618752,103.1576068,2
89.67406283,91.73069009,21.01485096,17.4868088,83.54406242,81.84404714,91.97826905,103.0721539,2
90.43161968,92.14531271,20.77921185,17.02872573,87.52731039,78.27499239,91.77015824,102.6441693,2
92.07724939,93.41922118,19.40936043,16.39305563,86.3132344,80.81830622,89.73146293,103.8203506,2
91.88904024,93.47239246,19.69324634,17.0209791,85.44103275,81.97771247,88.06933634,105.3262059,2
91.7382973,93.9534603,19.76695753,17.19316388,84.50100624,83.46506118,86.74515818,106.0897549,2
90.58200546,91.50204017,22.4887031,18.55663423,82.14921917,85.02692325,86.16120365,106.5593801,2
87.26196024,89.01899579,22.54192335,19.2996819,81.67805864,85.70922582,85.76473529,106.8489643,2
86.0746056,88.31044669,22.89670495,20.10705041,81.08974337,86.36153327,85.55155362,106.8943761,2
84.14258119,88.1546267,21.70750131,19.89754432,80.00662379,88.4063183,85.27033196,106.6578313,2
84.26989326,88.69808315,20.67378848,20.87842421,81.63411896,87.24207217,86.62144009,105.2302181,2
84.44090196,89.31571103,19.76229597,20.41660058,82.62954559,86.97306833,86.6516243,104.8758438,2
