back_angle_R,back_angle_L,knee_angle_R,knee_angle_L,ankle_knee_knee_R,ankle_knee_knee_L,hip_hip_knee_R,hip_hip_knee_L,is_stand,is_back_front,is_knee_narrow,is_knee_wide
151.2696133,157.8082458,110.7797532,111.0624444,90.94857064,89.13765582,97.75750682,95.50827602,1,0,0,0
151.4462568,157.2477558,110.5560002,109.9591585,92.01691438,88.07632846,97.64958256,95.58305431,1,0,0,0
151.6918965,156.9741682,110.4175859,109.4282528,92.53418808,87.55655711,97.57469082,95.64310904,1,0,0,0
151.9042911,157.0817521,110.5827255,109.5849057,92.62325576,87.46210012,97.55371212,95.66811685,1,0,0,0
151.9923502,158.1227009,111.0852086,111.1054509,91.61111035,88.4783078,97.55368737,95.66622362,1,0,0,0
151.9926804,158.5212235,111.1471001,111.2765334,91.20217834,88.86386152,97.52933321,95.68045612,1,0,0,0
151.5713996,158.5730449,111.2048766,111.9171504,90.313887,89.73235987,97.46337156,95.68836992,1,0,0,0
151.2329154,158.6223279,111.0750505,112.1926439,89.60301918,90.43657738,97.45761477,95.66222299,1,0,0,0
150.8943109,158.7546345,110.4950248,112.2125852,89.08249373,90.96584014,97.42375035,95.65511319,1,0,0,0
150.8803249,158.7203585,110.0621121,111.9841224,88.95508741,91.10948964,97.40072826,95.67056296,1,0,0,0
150.8313307,158.8074312,109.7617058,111.8310421,88.76323907,91.30624644,97.40676395,95.66395628,1,0,0,0
151.0193095,158.7875894,109.7088079,111.7749765,88.76447446,91.29229567,97.42240115,95.68003189,1,0,0,0
151.0664635,158.7932942,109.7026381,111.9331477,88.48915037,91.56491517,97.47938914,95.63792972,1,0,0,0
151.1293129,158.5647511,109.6588996,111.8547137,88.47496182,91.57332023,97.44510379,95.66142834,1,0,0,0
151.1637062,158.5524135,109.5474766,111.7755205,88.4877344,91.55570632,97.41670078,95.68034421,1,0,0,0
151.2290652,158.7027707,109.5425606,111.7631975,88.33061603,91.70667281,97.44988181,95.659637,1,0,0,0
151.2549742,158.7398261,109.4861835,111.5421688,88.33071386,91.6883181,97.4566951,95.65496437,1,0,0,0
151.2782514,158.768114,109.3327386,111.1509891,88.37275496,91.60165676,97.48796043,95.65168514,1,0,0,0
151.350179,158.8460044,109.4974803,111.2035819,88.42246187,91.51217916,97.52143008,95.66628063,1,0,0,0
151.3993151,158.9776039,109.5600165,111.2161619,88.43745374,91.48413935,97.5458834,95.66842749,1,0,0,0
151.7101957,158.772786,109.8316432,110.9349756,89.05550865,90.86816514,97.53597192,95.7141608,1,0,0,0
151.838011,158.0481718,110.0876997,110.8781441,89.95526467,89.97548878,97.40711587,95.85167818,1,0,0,0
151.8889225,157.9817999,110.2057461,110.8600549,90.52693529,89.41834004,97.29831139,95.93983277,1,0,0,0
151.7853107,157.6571595,110.2456189,110.7706513,90.81527253,89.12438122,97.26485368,95.97533652,1,0,0,0
151.4782133,157.4515495,110.296667,110.7847718,90.82713179,89.10594926,97.26002967,95.97094987,1,0,0,0
151.3504224,157.3236446,110.3223494,110.8110756,90.8296732,89.10063019,97.25874483,95.96821889,1,0,0,0
151.2378905,157.3231584,110.2175233,110.5825594,90.69602782,89.21731939,97.314945,95.93154612,1,0,0,0
151.2104923,157.2527401,110.1722717,110.4182219,90.62833319,89.26814106,97.32503604,95.93062119,1,0,0,0
151.1592826,157.2050197,110.0278603,110.3614845,90.40623358,89.47979826,97.37193991,95.88518517,1,0,0,0
151.1719822,157.3047972,110.0333836,110.4946073,90.31494758,89.56275583,97.38334807,95.88787347,1,0,0,0
151.5761081,157.5956845,110.008104,110.5149311,90.23340524,89.64119813,97.41744275,95.85676913,1,0,0,0
151.8417103,157.6898535,109.9595442,110.4683375,90.24963863,89.61767978,97.44911592,95.83632496,1,0,0,0
152.0528042,157.7351346,109.8792609,110.269681,90.41750141,89.42807151,97.43904923,95.87200663,1,0,0,0
152.180572,157.8859706,109.8051815,110.3663605,90.43639958,89.39599428,97.41419628,95.91226502,1,0,0,0
152.7137855,157.281468,111.3650469,111.6590313,91.63553268,88.30154112,97.17732815,96.11888862,1,0,0,0
152.5367275,157.8354608,111.2910566,111.9839202,91.66774666,88.26935046,97.01149576,96.21167115,1,0,0,0
152.3162153,158.6018187,110.906106,111.9033918,91.22187007,88.70344397,97.03241454,96.18219692,1,0,0,0
152.1380927,158.9350181,110.5785422,111.8582401,90.92375287,89.00133983,97.00049502,96.18230416,1,0,0,0
152.1134554,158.8943503,110.538871,111.7488636,90.9583159,88.95920336,96.99804643,96.19219808,1,0,0,0
152.048645,158.8724969,110.5328234,111.7638134,90.89272683,89.01934708,96.98598153,96.20761161,1,0,0,0
152.0380223,158.8759469,110.5574465,111.8679699,90.82735419,89.08200878,96.963735,96.22114718,1,0,0,0
151.9159024,158.6799551,110.4821401,111.5975275,90.92487089,88.98375572,96.9459642,96.22832223,1,0,0,0
151.8495372,158.4387539,110.4097435,111.2303745,91.12229318,88.78171255,96.90680491,96.25985091,1,0,0,0
151.8445769,158.4097127,110.4241427,111.2146971,91.08831155,88.79694941,96.93161668,96.24705963,1,0,0,0
151.8279422,158.4134359,110.4036717,111.2447325,91.06442454,88.82025017,96.9407803,96.23974271,1,0,0,0
151.9421274,158.0786488,110.8069151,111.4220375,91.3323269,88.53117089,97.0039066,96.25634514,1,0,0,0
151.9889482,158.1830298,111.0335795,111.8454379,91.45875594,88.39138244,96.98983869,96.27933347,1,0,0,0
152.006261,158.4037463,111.4675793,112.603414,91.41354229,88.43811998,97.01045186,96.25782513,1,0,0,0
152.0608063,158.6540039,111.5159952,112.6948999,91.37540005,88.46622669,97.02519205,96.25084049,1,0,0,0
152.0397225,158.6974251,111.340666,112.33907,91.53511471,88.29003026,97.02258529,96.25860136,1,0,0,0
152.0460855,158.3751793,111.0382673,111.596655,92.02626039,87.79045189,97.0008566,96.30197087,1,0,0,0
152.0513668,158.1078793,110.8003509,110.9249552,92.43237169,87.37737296,96.98628915,96.32583122,1,0,0,0
151.9777183,157.8196867,110.6492847,110.3953793,92.71754739,87.0817652,96.97862796,96.35373442,1,0,0,0
151.5926642,157.6370918,110.3704587,110.0484874,92.67337705,87.12140833,96.97459264,96.34445851,1,0,0,0
151.4351229,157.5779946,109.9846746,109.6282642,92.58843082,87.20096611,96.95777202,96.34832335,1,0,0,0
151.3622215,157.5652937,109.8913247,109.5381804,92.49244397,87.2942372,96.96844714,96.33841124,1,0,0,0
151.2821511,157.4954151,109.7960203,109.4281621,92.49820052,87.2842601,96.96633072,96.33713949,1,0,0,0
151.202667,157.4435733,109.7449334,109.3777201,92.49764543,87.2802709,96.96759748,96.33838985,1,0,0,0
151.0902778,157.1086967,109.6643983,109.255961,92.56464935,87.21056475,96.96099567,96.34771582,1,0,0,0
151.0713342,156.6323319,109.6793063,109.278381,92.68987332,87.092867,96.93868397,96.36611505,1,0,0,0
151.244418,156.4867749,110.0769713,109.6280314,92.9981991,86.78372716,96.92379555,96.45386516,1,0,0,0
151.3320567,156.4848167,110.2570818,109.8223764,93.09805493,86.68540969,96.91346461,96.50747274,1,0,0,0
151.4381445,156.5464876,110.5346379,109.9486099,93.26467566,86.51851183,96.91992218,96.52975261,1,0,0,0
151.4121378,156.509013,110.5178095,109.8990413,93.31001739,86.47059774,96.91112554,96.54311563,1,0,0,0
151.3545652,156.2448111,110.1400358,108.9285018,93.41868242,86.35190322,96.86495355,96.66308041,1,0,0,0
151.5949959,156.1140198,110.5152395,109.2778415,93.47857561,86.29111329,96.84115586,96.72838498,1,0,0,0
151.4402972,155.9384943,110.7124465,109.5470281,93.38626623,86.38175444,96.86808627,96.70675036,1,0,0,0
151.5210674,156.4008099,110.9076806,110.26649,92.99196105,86.77427327,96.87668969,96.7010237,1,0,0,0
151.6771008,156.5471664,111.2086121,110.5213334,93.1143702,86.64629568,96.91306943,96.70056331,1,0,0,0
151.9045188,156.4948487,111.5375988,110.5850443,93.51061314,86.2547432,96.95979758,96.70574056,1,0,0,0
151.8528749,156.4282644,111.4337166,110.2694538,93.50470392,86.23537747,96.9666684,96.66809307,1,0,0,0
152.3135166,157.0892339,111.2880704,110.3872269,93.2821928,86.47387193,96.928155,96.6769206,1,0,0,0
152.2500278,157.4458998,111.0153264,110.3683526,92.9816825,86.78850709,96.92315665,96.66368986,1,0,0,0
152.2105986,157.4483352,111.0270105,110.4828543,92.96966306,86.81244996,96.92661151,96.6692344,1,0,0,0
152.0976823,157.462602,110.7957895,110.3726152,92.89875256,86.89575834,96.90353818,96.67916045,1,0,0,0
152.0678561,157.5479717,110.6335689,110.3058348,92.83143875,86.97391613,96.9025587,96.68037212,1,0,0,0
151.9450197,157.1500098,110.5294134,110.0379138,93.07778423,86.71375222,96.9137197,96.67380809,1,0,0,0
151.7433445,156.6312286,110.5774498,109.933894,93.32532448,86.46632053,96.93368424,96.65455153,1,0,0,0
151.6656312,156.3697637,110.7827886,109.9095237,93.6081334,86.18383923,96.98690405,96.62698876,1,0,0,0
151.7525624,156.3511014,110.9130691,109.9200724,93.7889652,86.01021416,97.01529387,96.60596054,1,0,0,0
151.6588202,156.289466,110.944838,109.8466953,93.93088779,85.87543612,97.07711918,96.54326143,1,0,0,0
151.5205223,156.2643176,111.0509531,109.9685624,93.93990448,85.86881855,97.13487826,96.49538787,1,0,0,0
151.5495681,156.3056869,111.1785425,110.0462033,94.05004416,85.75377291,97.16899059,96.47368517,1,0,0,0
151.5117215,156.3004865,111.1242309,109.6776058,94.20299131,85.59550055,97.19156715,96.45436836,1,0,0,0
151.817721,157.1727009,111.1693887,109.9031469,94.15414544,85.66306323,97.17893467,96.4298782,1,0,0,0
151.809235,157.3264449,111.169025,109.9227953,94.16065505,85.66042093,97.18945757,96.40421586,1,0,0,0
151.8392644,157.3515937,111.1035212,109.7221747,94.30550139,85.51092861,97.24645271,96.36187625,1,0,0,0
151.8668068,157.3010647,111.1404543,109.7021007,94.36334938,85.44246244,97.27726134,96.35657331,1,0,0,0
151.8926195,157.159973,111.2488453,109.6678596,94.57726254,85.22943177,97.30084554,96.38186159,1,0,0,0
151.9904146,156.9654211,111.2906649,109.4655152,94.8154118,84.98116306,97.2246945,96.44933096,1,0,0,0
152.6908457,156.4641576,111.2664153,108.2843279,96.01264446,83.83667173,97.05961672,96.60291612,1,0,0,0
153.3075706,156.5109906,111.2232072,107.8159233,96.59089172,83.26117669,96.91107351,96.7649133,1,0,0,0
153.3258109,156.0753333,111.0628602,106.8724214,97.29253685,82.55139416,96.79523954,96.90379278,1,0,0,0
153.1603901,155.814088,110.5593104,105.9614072,97.61465353,82.24084929,96.63353121,97.01882375,1,0,0,0
153.1025645,154.6726828,110.8594865,106.654361,98.02998691,81.74459978,96.28696368,97.50354805,1,0,0,0
153.0463481,154.2366635,110.5473945,106.4731607,98.79410405,80.9820334,96.07336211,97.73780731,1,0,0,0
153.1602013,154.4793086,110.4400371,106.6223599,98.79519416,81.02891973,95.85797484,97.72427467,1,0,0,0
153.128539,154.2137907,110.360344,106.1974243,99.08070422,80.72107523,95.7036417,97.85749995,1,0,0,0
153.0890562,154.2307558,110.3399671,106.2769838,99.08038849,80.72212918,95.61728974,97.90039721,1,0,0,0
152.8429297,154.2155394,110.3664518,106.301536,99.03452962,80.75865236,95.59377865,97.91484855,1,0,0,0
152.6982737,154.2576157,110.4188426,106.3842829,99.02730789,80.7726739,95.55166176,97.92961801,1,0,0,0
152.5005496,154.1515097,110.3393174,106.0778155,99.23534594,80.56191495,95.53419605,97.96713577,1,0,0,0
152.8195457,154.9748782,110.2864655,106.0874628,99.20244182,80.61430319,95.51181262,97.97112744,1,0,0,0
152.8276555,155.3704611,110.2546008,106.1331094,99.08411169,80.74606613,95.49046782,97.96593982,1,0,0,0
153.0241693,155.7710992,110.4452502,106.3776793,98.97343061,80.86305873,95.48572996,97.9655049,1,0,0,0
153.1949579,156.4309786,110.6606405,106.8854016,98.69676707,81.16305399,95.50630102,97.92492819,1,0,0,0
153.2458654,156.5162356,110.6426843,106.8826113,98.57506852,81.29890489,95.58439872,97.87352341,1,0,0,0
153.2137684,157.1229286,110.8812745,107.9927145,97.95838557,81.95442198,95.71674637,97.69800001,1,0,0,0
153.3203728,157.0528625,110.9286936,108.1121797,98.04244377,81.88721099,95.77530849,97.69075598,1,0,0,0
153.4692173,157.1451447,111.1453571,108.3498931,98.1020112,81.84126687,95.839055,97.62083281,1,0,0,0
153.4967748,157.0474262,111.2849455,108.6004494,98.09906968,81.86938968,95.88660834,97.56598576,1,0,0,0
153.4315158,156.4845299,111.2506238,108.3876417,98.35134212,81.60297671,95.94800746,97.55424269,1,0,0,0
153.3771756,156.308637,111.3493174,108.4727523,98.36852015,81.58477057,95.98727235,97.5325913,1,0,0,0
153.2056752,155.4917941,111.1376824,108.0629127,98.76175989,81.18592557,96.04842028,97.56523622,1,0,0,0
153.1061447,155.307653,111.1166985,107.8909255,98.91600975,80.98514016,96.11614939,97.62233411,1,0,0,0
152.8506982,155.1843077,111.0618767,107.9467338,98.77050066,81.08976005,96.11959025,97.682211,1,0,0,0
152.6870721,155.3653883,110.9730327,108.0313604,98.63416877,81.2071682,96.2196086,97.63995084,1,0,0,0
152.5017948,155.470848,111.0476869,108.2599345,98.48796204,81.33924523,96.41853868,97.52644601,1,0,0,0
152.4284339,155.6708772,111.0197086,108.4832337,98.31879579,81.51499507,96.5076718,97.49271641,1,0,0,0
152.3634274,156.4395469,111.1681371,109.6817032,97.40114132,82.41860808,96.60492746,97.3778456,1,0,0,0
152.3713232,157.4336961,111.4171198,110.6803237,96.38801138,83.39195595,96.77242951,97.23176506,1,0,0,0
152.3164429,157.5551364,111.4225871,110.7743041,96.14420227,83.60574844,96.8540134,97.17971078,1,0,0,0
152.1679606,157.3584586,111.3153866,110.3910867,96.13834903,83.56230617,96.93205587,97.18270265,1,0,0,0
152.1090097,157.2938502,111.192744,110.3113717,96.00352217,83.68535159,96.99386197,97.16578384,1,0,0,0
151.8772767,156.6684197,110.8506756,110.01024,95.40013925,84.19620984,97.14894547,97.21656377,1,0,0,0
151.4822881,156.791103,110.9448001,110.8596172,94.82964169,84.78671782,97.19398931,97.10607522,1,0,0,0
151.2453638,156.434996,110.9563576,110.7772674,94.79862939,84.79517401,97.27602286,97.08203775,1,0,0,0
151.1132493,156.3122977,110.9832878,110.7186278,94.72476597,84.84731111,97.34560425,97.05316397,1,0,0,0
150.8430407,155.9343922,110.9708279,110.5133535,94.73348587,84.80189781,97.38861495,97.03631595,1,0,0,0
150.7476467,156.0864297,111.1647335,111.0528922,94.10007342,85.40501103,97.49357636,96.96221628,1,0,0,0
150.7115028,155.9728508,111.3391508,111.1880707,93.84172547,85.61460477,97.56944186,96.98493328,1,0,0,0
150.7680755,156.4385454,111.7382523,112.2959187,93.01376148,86.39990195,97.67433591,96.90588869,1,0,0,0
151.1642973,156.6169637,111.6892135,112.2578392,93.12856444,86.24229593,97.81061999,96.90605516,1,0,0,0
151.3622293,156.734551,111.5908523,112.206619,93.16232609,86.17428515,97.9241683,96.91148212,1,0,0,0
151.4894949,156.6512283,111.2586541,111.8565161,93.34738881,85.99239396,97.99354851,96.86962966,1,0,0,0
151.5629807,156.5434038,111.1007359,111.4521766,93.69568925,85.64851712,98.0220034,96.83782776,1,0,0,0
151.6320255,156.3658395,111.0323585,111.0614189,94.01837996,85.32340862,98.0111339,96.88027467,1,0,0,0
151.7294781,156.4120766,110.9391663,111.0317931,94.55801752,84.79134361,97.85763472,97.00416821,1,0,0,0
151.7778863,156.4520683,110.9164343,111.1021655,94.67115457,84.68695816,97.80937617,97.0278666,1,0,0,0
151.7952038,156.4762851,110.8910744,111.035834,95.00005807,84.36592777,97.71680245,97.10041693,1,0,0,0
151.6734693,156.0635481,110.7487514,110.7337915,95.32679825,84.05490487,97.65273697,97.16192481,1,0,0,0
151.4996506,156.0047889,110.7131789,110.7185996,95.15237987,84.23109476,97.62799813,97.16874248,1,0,0,0
151.3368605,155.8637191,110.7516577,110.7144137,95.08420168,84.31355755,97.63111537,97.17713633,1,0,0,0
151.0525427,155.9562447,110.8967637,111.1550908,94.71828059,84.67359174,97.6470367,97.1506902,1,0,0,0
150.8498004,155.9956333,110.7629291,111.1785731,94.39853504,84.99298179,97.61342306,97.13701844,1,0,0,0
150.5185648,155.944051,110.6845263,111.1060147,94.36002928,85.04206703,97.60572421,97.12557747,1,0,0,0
149.9253809,155.6814487,110.4670761,110.7920914,94.4619262,84.95223388,97.5908041,97.12638562,1,0,0,0
149.2581392,155.1232229,110.3668456,110.30408,94.44948216,84.9471842,97.67451505,97.12462527,1,0,0,0
149.3236384,155.2762404,110.3756722,110.5644408,94.19055456,85.20425014,97.68677944,97.10153769,1,0,0,0
149.4277823,155.3090612,110.3869238,110.5749664,94.13468873,85.25789525,97.67157373,97.11677921,1,0,0,0
149.2398935,155.1788064,110.3113192,110.2938305,94.06569257,85.32107475,97.70208139,97.0921368,1,0,0,0
149.1243218,155.1095364,110.1821291,109.9280932,93.99705636,85.38676785,97.75641158,97.0477649,1,0,0,0
149.1937371,155.0587808,110.1492212,109.8910954,94.00690964,85.38082502,97.7569295,97.04971164,1,0,0,0
149.10484,155.019867,109.9816988,109.6931765,93.98290634,85.4077951,97.727871,97.07083479,1,0,0,0
149.503987,155.3689407,110.6280974,110.4939176,94.181936,85.27830092,97.65380098,97.08975096,1,0,0,0
150.6302894,156.9507741,111.0810477,111.3009972,94.05753472,85.43815458,97.57053981,97.13657478,1,0,0,0
151.0678923,157.6491514,111.2994532,111.8738909,93.96228396,85.56555554,97.5009177,97.1716982,1,0,0,0
151.0156508,157.6217391,111.3410839,111.9160028,94.00665026,85.55786013,97.45824959,97.20213169,1,0,0,0
151.0705553,157.7807784,111.4385699,112.1090031,93.99081515,85.58114346,97.43480987,97.22425449,1,0,0,0
151.20975,158.3125695,111.6363763,112.6203769,93.68205187,85.890364,97.45109477,97.19601725,1,0,0,0
151.1726749,158.3542806,111.993671,113.1736681,93.49675539,86.07356589,97.4415363,97.14941386,1,0,0,0
151.0780618,158.1023105,111.5210668,112.3403986,93.73362223,85.83160986,97.40473809,97.18148669,1,0,0,0
150.8194916,157.788779,110.9151701,111.6116351,93.82827244,85.74684415,97.36543433,97.20120525,1,0,0,0
150.7086812,157.6152885,110.5872319,111.0921746,93.96679891,85.6175138,97.35944282,97.19430626,1,0,0,0
150.7093984,157.4532869,110.4836452,110.8480426,94.16008802,85.42366365,97.36057173,97.20171673,1,0,0,0
151.0153081,157.4924189,110.3740215,110.4798677,94.42259952,85.12028982,97.39476089,97.21167325,1,0,0,0
151.2922563,157.5960979,110.4163672,110.6463998,94.43026509,85.10421349,97.40635886,97.18362448,1,0,0,0
151.4218004,157.6885175,110.4311216,110.8231805,94.47407712,85.06124961,97.40954347,97.17057919,1,0,0,0
151.3753686,157.72305,110.4413451,110.85649,94.48872787,85.03519667,97.43213167,97.16330192,1,0,0,0
151.4369617,157.733899,110.4810434,110.7379966,94.65083687,84.8842067,97.4422627,97.14988075,1,0,0,0
151.3705972,157.7533715,110.4599954,110.5099252,94.78175941,84.78454397,97.45941909,97.06133751,1,0,0,0
151.3508861,157.7621003,110.4759206,110.4905107,94.91387095,84.67086803,97.45708233,97.04187149,1,0,0,0
151.3124055,157.7198602,110.4681615,110.3764123,94.97651624,84.62016478,97.46095455,97.03581769,1,0,0,0
151.2557719,157.5991068,110.3713944,110.024452,95.11239017,84.49052279,97.46015637,97.04213823,1,0,0,0
151.2641843,157.522445,110.1918216,109.5866274,95.22797105,84.37928006,97.4669718,97.05077287,1,0,0,0
151.0469472,157.4884728,110.1968943,109.450299,95.19106089,84.41445238,97.4735451,97.06048508,1,0,0,0
151.0842139,157.4577307,110.2276203,109.3734258,95.23288497,84.38165902,97.45127803,97.088919,1,0,0,0
151.0269218,157.2493686,110.2060689,108.9771282,95.39426212,84.2034451,97.4522332,97.12824291,1,0,0,0
150.9452439,156.9847518,109.9584913,108.3696641,95.23982166,84.34414887,97.40150477,97.18601654,1,0,0,0
151.0311329,156.8393656,110.0701521,108.3347581,95.13951174,84.47000841,97.37795563,97.208038,1,0,0,0
150.7514831,156.6791119,110.1133071,108.1888486,95.03917586,84.62117945,97.347699,97.13074566,1,0,0,0
150.648944,156.4449363,110.1150827,108.118518,94.99743115,84.69073601,97.31018295,97.0881178,1,0,0,0
150.4491989,156.1172021,110.0364738,107.6250651,94.91131647,84.77982153,97.28789713,97.0645922,1,0,0,0
150.0997283,153.9205325,109.3687138,106.3846718,95.64706069,84.02575736,97.20259547,97.21244195,1,0,0,0
150.6558142,153.1864895,110.1128564,106.6867189,96.964122,82.71995718,97.05593465,97.51437241,1,0,0,0
150.6665446,153.377805,110.1648087,106.9384946,96.89018048,82.81025488,97.01427014,97.57444426,1,0,0,0
151.2161606,153.7280666,110.3105782,107.1367877,96.98121847,82.7239492,96.87148275,97.68110758,1,0,0,0
151.7302836,154.2025463,110.1953492,107.5520177,97.26111907,82.49687151,96.63857698,97.83023808,1,0,0,0
152.0494903,154.5953635,110.2923339,107.8483492,97.46294147,82.32219949,96.47027706,97.91345326,1,0,0,0
152.1087124,154.7884652,110.3461463,108.0669889,97.52564925,82.29417898,96.42469805,97.9075518,1,0,0,0
